[CAT]	Count	PRC_Count	Points	PRC_points
[???]	8	28.571428571428573	103	30.654761904761905
[COLOR]	2	7.142857142857143	12	3.5714285714285716
[DISCAPACIDAD]	0	0.0	0	0.0
[EDAD]	1	3.5714285714285716	1	0.2976190476190476
[EXTERIOR]	9	32.142857142857146	128	38.095238095238095
[FISICO]	0	0.0	0	0.0
[INTERIOR]	0	0.0	0	0.0
[ITEM]	1	3.5714285714285716	19	5.654761904761905
[LUGAR]	0	0.0	0	0.0
[NSNC]	1	3.5714285714285716	10	2.9761904761904763
[PERSONALIDAD]	5	17.857142857142858	63	18.75
[RELIGION]	0	0.0	0	0.0
[_TOTAL]	28	100.0	336	100.0
