2017	5
2020	1
Alemania	3
Amazon	7
Amor	14
Argentina	4
Barcelona	58
Casa	20
Colombia	3
EEUU	30
España	67
Europa	52
Inglaterra	15
Libros	9
Londres	24
Madrid	56
México	2
acuerdo	25
alto	15
amor	8
barcelona	10
blanco	19
casa	45
construcción	20
decir	13
difícil	4
dólares	9
educación	17
escuela	9
españa	7
español	15
forma	45
fuego	3
general	6
hermoso	5
hombre	25
humano	14
imposible	18
indiferente	16
inglés	21
libre	22
línea	19
manera	40
mujer	24
méxico	18
natural	1
negro	23
niño	11
niños	15
noche	11
nuevo	38
pago	4
producción	16
prostituta	11
salvaje	9
todo	12
trabajo	16
venta	2
ventas	12
vida	12
vivir	17
