absurda	7
alemania	14
america	2
aqui	2
asistente	6
asombrosa	14
bella	3
buena	16
camarera	12
carpintero	16
casa	34
cerca	13
chicago	8
ciencias	18
cierta	5
computadoras	1
conserje	11
contabilidad	56
criada	15
cuentas	4
deliciosa	1
desconocida	4
detective	13
ello	11
encubierto	16
enfermera	10
enorme	2
esposo	5
esta	23
esto	23
extraordinaria	17
grande	21
grave	18
guardia	17
hermosa	22
inglaterra	6
inmensa	8
limpieza	12
londres	7
maestro	7
mala	6
mantenimiento	1
maravillosa	19
marketing	17
mensajero	8
modelo	11
mozo	9
negro	33
noche	50
nuevo	6
obrero	19
oficina	10
ordenadores	5
peligrosa	11
perfecta	10
pittsburgh	20
policia	28
polonia	12
portero	43
preciosa	12
publicidad	15
seattle	21
seguridad	5
sirvienta	20
suya	15
television	9
terrible	20
tuya	13
vancouver	19
ventas	10
veras	14
verdad	25
