Alicante	12
Andalucía	15
Aragón	20
Asturias	19
Barcelona	43
Bilbao	7
Canarias	4
Castellón	10
Castilla	22
Catalunya	21
Cataluña	14
Correos	12
Córdoba	7
España	39
Europa	13
Francia	4
Gibraltar	11
Internet	3
Madrid	48
Mallorca	6
Menorca	1
Murcia	9
Málaga	8
México	2
Renault	10
Renfe	5
Telefónica	16
Valencia	28
Valladolid	5
Zaragoza	6
administrativo	20
admirable	20
albañil	15
apasionante	24
aprendiz	21
autónomo	18
ayudante	10
banca	24
becario	14
botones	17
camarera	11
camarero	25
casa	17
cocinero	24
comercial	2
complicada	11
conductor	8
contable	7
difícil	16
ella	18
ello	15
ellos	1
esto	23
estudiar	8
extra	13
fantástica	2
fascinante	18
funcionario	3
hermosa	9
horrible	13
hostelería	20
importante	10
imposible	19
impresionante	14
increíble	4
informática	3
informático	6
interesante	3
lamentable	25
magnífica	15
mala	5
maravillosa	23
mecánico	23
modelo	4
monitor	1
noche	22
otra	17
peligrosa	22
periodista	10
política	12
portero	5
publicidad	8
pésima	6
taxista	19
terrible	21
traductor	12
triste	7
vigilante	16
