0	profesor	3800
1	titular	7232
2	docente	16743
3	periodista	10405
4	independiente	11367
5	##²	5671
6	profesor	16050
7	rector	15891
8	arquitecto	13716
9	maestro	7983
10	297	8070
11	director	1625
12	doctor	7246
13	sacerdote	11976
14	escritor	5292
15	oficial	2251
16	jefe	9688
17	»	117
18	activo	16749
19	profesional	5658
20	dr	1174
21	°	112
22	historiador	10075
23	vicepresidente	17945
24	##ί	3618
25	religioso	10635
26	secretario	16430
27	responsable	6727
28	profesora	10517
