Visible_+,prc_count

[MASC]	 	[FEM]	[model_name]
7.4766355140186915	<	14.414414414414415	BSC-TeMU/roberta-base-bne
10.76923076923077	<	24.528301886792452	BSC-TeMU/roberta-large-bne
7.03125	<	12.5	dccuchile/bert-base-spanish-wwm-uncased
6.870229007633588	<	13.541666666666666	dccuchile/bert-base-spanish-wwm-cased
7.142857142857143	<	11.650485436893204	mrm8488/electricidad-base-generator
6.976744186046512	<	9.63855421686747	MMG/mlm-spanish-roberta-base
10.0	<	13.978494623655914	bertin-project/bertin-roberta-base-spanish
13.333333333333334	>	12.32876712328767	bert-base-multilingual-cased
12.32876712328767	<	17.333333333333332	bertin-project/bertin-base-random
15.555555555555555	>	14.457831325301205	bertin-project/bertin-base-stepwise
10.0	<	13.978494623655914	bertin-project/bertin-base-gaussian
9.411764705882353	<	10.1010101010101	bertin-project/bertin-base-random-exp-512seqlen
8.450704225352112	<	13.095238095238095	bertin-project/bertin-base-stepwise-exp-512seqlen
9.375	>	9.30232558139535	bertin-project/bertin-base-gaussian-exp-512seqlen
12.0	<	13.157894736842104	amine/bert-base-5lang-cased
11.267605633802816	<	12.5	Geotrend/bert-base-es-cased
9.30232558139535	<	12.195121951219512	BSC-TeMU/RoBERTalex
11.538461538461538	<	14.285714285714286	Recognai/distilbert-base-es-multilingual-cased
14.035087719298245	<	19.607843137254903	flax-community/alberti-bert-base-multilingual-cased
11.538461538461538	<	14.0625	Geotrend/distilbert-base-es-cased
