activa	12
activo	26
alemán	1
alta	2
alto	46
bajo	5
blanco	24
buen	12
buena	43
común	8
conocida	7
conocido	10
conservador	17
constante	5
contrario	23
diferente	30
difícil	20
duro	31
especial	10
este	17
feliz	20
fiel	19
firme	5
flexible	6
fuerte	70
fuertes	16
fácil	13
físico	11
general	14
grande	55
grandes	18
homosexual	19
humana	18
humano	24
igual	21
importante	62
interesante	14
italiano	3
joven	21
largo	6
lento	1
libre	25
manual	18
militar	1
mismo	17
moral	2
natural	1
oscuro	8
pequeño	10
pequeños	5
pobre	46
poderoso	21
popular	32
presente	11
profesional	11
propio	3
romano	8
rápido	20
seguro	10
sensible	3
simple	41
social	62
triste	15
útil	21
2021-09-12 15:03
