0085	pequeña
0078	grande
0066	fuerte
0062	diferente
0058	difícil
0056	joven
0049	este
0048	clara
0047	fácil
0045	indiferente
0041	hermosa
0041	feliz
0039	invisible
0038	sencilla
0036	real
0035	alto
0033	divertido
0032	suficiente
0029	sexy
0026	segura
0026	bueno
0025	alta
0024	vieja
0024	básica
0023	complicado
0023	blanco
0022	pobre
0022	buena
0021	escasa
0021	duro
0021	amable
0020	baja
0019	sencillo
0019	divertida
0019	agradable
0018	popular
0018	libre
0017	posible
0017	mayor
0017	interesante
0017	importante
0017	correcta
0016	solo
0015	útil
0014	salvaje
0014	positiva
0014	exigente
0014	electrónico
0013	verde
0013	probable
0013	necesaria
0013	dramática
0012	genial
0012	conocido
0012	claro
0012	bonita
0011	barata
0010	dura
0009	gratuita
0009	excesiva
0009	especial
0008	rubia
0008	recomendable
0008	física
0007	querido
0007	poderosa
0007	humano
0006	pequeño
0006	negro
0005	inteligente
0005	débil
0005	bonito
0004	seguro
0004	feroz
0003	generoso
0002	rápido
0002	rechazada
0002	mínima
0002	inocente
0001	rico
2021-09-12 17:44
