Amor	20
Chino	12
Cristo	9
Dios	24
Facebook	15
Hombre	16
Humano	26
Justo	13
Loco	1
Mujer	2
Negro	7
Niño	11
Superman	4
aburrido	24
abuso	8
académico	23
adolescente	34
adulto	41
agradable	19
agradecido	5
agresivo	1
ahora	6
allá	22
alto	77
amable	22
amigo	17
amor	79
anciano	11
aquí	10
asco	3
bajo	23
bebé	1
bien	8
blanco	8
bonito	20
buena	9
bueno	46
bullying	2
caro	63
casado	11
chica	16
chico	31
chicos	23
chulo	4
ciego	20
complicado	1
consciente	7
contradictorio	6
delgado	18
desnudo	7
diferente	22
difícil	43
diversión	4
divertido	56
dulce	16
duro	13
débil	37
electrónico	6
emocionante	6
entretenido	7
español	30
especial	16
esta	14
este	77
esto	5
evidente	5
excesivo	4
feliz	56
femenino	13
fuerte	91
fácil	51
grande	81
gratificante	10
gratis	43
gratuito	17
hermoso	5
hijo	22
hola	18
hombre	58
homosexual	6
http	14
https	17
humano	74
idiota	19
importante	20
imposible	3
indiferente	39
infantil	38
inglés	22
inocente	14
inseguro	23
insoportable	4
insuficiente	10
inteligente	22
interesante	17
joven	61
judío	6
juego	10
largo	9
lejos	11
lento	8
libre	37
lindo	1
loco	3
maduro	2
malo	68
masculino	9
mayor	1
menor	10
millonario	7
moderno	6
muerto	2
mujer	45
necesario	25
negro	6
niño	76
niños	11
normal	5
otro	5
padre	40
pareja	12
peligroso	3
pequeño	98
perfecto	50
perro	7
persona	13
pobre	28
popular	12
posible	18
positivo	2
problema	12
problemático	4
real	47
realista	7
reciente	2
rico	11
rápido	17
salvaje	16
sencillo	31
sexo	28
solo	13
sordo	13
sostenible	5
suficiente	39
tarde	1
tierno	3
todo	5
usted	21
vendido	14
viejo	28
violento	12
vulnerable	37
útil	11
