abierta	12
activa	29
activo	13
alemana	3
alta	56
alto	7
antigua	11
baja	9
bella	40
buena	46
casada	13
común	16
conocida	16
constante	1
cristiana	2
diferente	8
difícil	11
especial	6
familiar	8
feliz	35
femenina	9
fiel	17
fuerte	70
fácil	2
física	17
grande	52
grandes	15
homosexual	28
igual	16
importante	50
interesante	15
italiana	4
joven	16
larga	12
libre	22
manual	5
media	25
modesta	17
normal	5
nueva	17
pequeña	50
pobre	57
poderosa	22
política	24
popular	24
presente	3
privada	48
profesional	7
pura	3
real	7
religiosa	13
rica	11
rural	14
rápida	15
rápido	4
secundaria	17
sensible	14
simple	52
social	103
triste	9
vocal	24
útil	13
2021-09-12 15:03
