	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.02399863675236702	6121	0	0	male	AQ	10	perfecto
1	1	0.015848815441131592	4832	0	0	male	AQ	9	diferente
2	2	0.015780916437506676	1713	0	0	male	AQ	8	importante
3	3	0.015776123851537704	4840	0	0	male	AQ	7	humano
4	4	0.014494253322482109	6482	0	0	male	AQ	6	feliz
5	5	0.01267133466899395	1033	0	0	male	AQ	5	español
6	6	0.009545606561005116	13551	0	0	male	AQ	4	maravilloso
7	7	0.009034698829054832	2711	0	0	male	AQ	3	libre
8	8	0.0076178135350346565	2165	0	0	male	NC	2	hombre
9	9	0.0073099867440760136	1652	0	0	male	AQ	1	posible
0	0	0.10758456587791443	24556	1	0	male	AQ	10	guapo
1	1	0.0537821501493454	12293	1	0	male	AQ	9	precioso
2	2	0.050502147525548935	8496	1	0	male	AQ	8	genial
3	3	0.036282774060964584	6121	1	0	male	AQ	7	perfecto
4	4	0.030484050512313843	5747	1	0	male	AQ	6	espectacular
5	5	0.026096941903233528	3383	1	0	male	AQ	5	bueno
6	6	0.022902842611074448	11309	1	0	male	AQ	4	impresionante
7	7	0.021642150357365608	30698	1	0	male	AQ	3	increible
8	8	0.01893157884478569	6383	1	0	male	AQ	2	excelente
9	9	0.01592574268579483	50076	1	0	male	AQ	1	buenísimo
0	0	0.04111618176102638	1033	2	0	male	AQ	10	español
1	1	0.019451353698968887	13348	2	0	male	AQ	9	gay
2	2	0.013968420214951038	3383	2	0	male	AQ	8	bueno
3	3	0.013851933181285858	344	2	0	male	DA	7	el
4	4	0.01130739226937294	8496	2	0	male	AQ	6	genial
5	5	0.01084570586681366	7394	2	0	male	AQ	5	italiano
6	6	0.01011776365339756	6383	2	0	male	AQ	4	excelente
7	7	0.008152836933732033	6121	2	0	male	AQ	3	perfecto
8	8	0.007047024089843035	24556	2	0	male	AQ	2	guapo
9	9	0.006926418747752905	4811	2	0	male	AQ	1	negro
0	0	0.04635702446103096	8496	3	0	male	AQ	10	genial
1	1	0.024409910663962364	3383	3	0	male	AQ	9	bueno
2	2	0.021988799795508385	3838	3	0	male	AQ	8	grande
3	3	0.02170903980731964	6121	3	0	male	AQ	7	perfecto
4	4	0.02003592997789383	840	3	0	male	AQ	6	mejor
5	5	0.017802216112613678	13551	3	0	male	AQ	5	maravilloso
6	6	0.015580830164253712	13574	3	0	male	AQ	4	hermoso
7	7	0.014152372255921364	24556	3	0	male	AQ	3	guapo
8	8	0.014149868860840797	6383	3	0	male	AQ	2	excelente
9	9	0.011537398211658001	1021	3	0	male	AQ	1	mayor
0	0	0.025557944551110268	13348	4	0	male	AQ	10	gay
1	1	0.021163441240787506	1033	4	0	male	AQ	9	español
2	2	0.01152186281979084	9226	4	0	male	AQ	8	argentino
3	3	0.011044391430914402	16674	4	0	male	NC	7	ingeniero
4	4	0.010121042840182781	974	4	0	male	RG	6	así
5	5	0.009445106610655785	7394	4	0	male	AQ	5	italiano
6	6	0.009214070625603199	12562	4	0	male	NC	4	pintor
7	7	0.009179215878248215	12888	4	0	male	NC	3	arquitecto
8	8	0.00880452897399664	4811	4	0	male	AQ	2	negro
9	9	0.00870673917233944	3838	4	0	male	AQ	1	grande
0	0	0.029570091515779495	344	5	0	male	DA	10	el
1	1	0.026256302371621132	6383	5	0	male	AQ	9	excelente
2	2	0.018459271639585495	8496	5	0	male	AQ	8	genial
3	3	0.017111359164118767	1033	5	0	male	AQ	7	español
4	4	0.013374038971960545	3383	5	0	male	AQ	6	bueno
5	5	0.007388091646134853	6121	5	0	male	AQ	5	perfecto
6	6	0.00680300360545516	1180	5	0	male	DP	4	nuestro
7	7	0.006179062649607658	50076	5	0	male	AQ	3	buenísimo
8	8	0.0058759478852152824	17847	5	0	male	AQ	2	mio
9	9	0.005549875553697348	4675	5	0	male	AQ	1	catalán
0	0	0.026172077283263206	8496	6	0	male	AQ	10	genial
1	1	0.026136061176657677	6383	6	0	male	AQ	9	excelente
2	2	0.025419943034648895	9431	6	0	male	NC	8	maestro
3	3	0.020774446427822113	3838	6	0	male	AQ	7	grande
4	4	0.019722485914826393	344	6	0	male	DA	6	el
5	5	0.016911497339606285	3383	6	0	male	AQ	5	bueno
6	6	0.014110679738223553	13551	6	0	male	AQ	4	maravilloso
7	7	0.013928807340562344	6121	6	0	male	AQ	3	perfecto
8	8	0.012627506628632545	840	6	0	male	AQ	2	mejor
9	9	0.01056624948978424	13574	6	0	male	AQ	1	hermoso
0	0	0.04204632714390755	344	7	0	male	DA	10	el
1	1	0.030828094109892845	1033	7	0	male	AQ	9	español
2	2	0.014089753851294518	2460	7	0	male	AQ	8	particular
3	3	0.01298112329095602	38285	7	0	male	AQ	7	juan
4	4	0.012110167182981968	2791	7	0	male	AQ	6	profesional
5	5	0.008922700770199299	9226	7	0	male	AQ	5	argentino
6	6	0.008572130464017391	28649	7	0	male	AQ	4	anónimo
7	7	0.008479161188006401	2165	7	0	male	NC	3	hombre
8	8	0.008417950943112373	1069	7	0	male	AQ	2	nuevo
9	9	0.007921391166746616	355	7	0	male	DI	1	un
0	0	0.026998328045010567	8496	8	0	male	AQ	10	genial
1	1	0.021119175478816032	13551	8	0	male	AQ	9	maravilloso
2	2	0.019949976354837418	6383	8	0	male	AQ	8	excelente
3	3	0.01875992864370346	6121	8	0	male	AQ	7	perfecto
4	4	0.016756171360611916	344	8	0	male	DA	6	el
5	5	0.013752360828220844	3383	8	0	male	AQ	5	bueno
6	6	0.010838713496923447	5687	8	0	male	AQ	4	médico
7	7	0.008097185753285885	840	8	0	male	AQ	3	mejor
8	8	0.0077988263219594955	50076	8	0	male	AQ	2	buenísimo
9	9	0.007034399546682835	3838	8	0	male	AQ	1	grande
0	0	0.052320800721645355	344	9	0	male	DA	10	el
1	1	0.017135560512542725	1180	9	0	male	DP	9	nuestro
