	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.03727271780371666	119	0	7	male	Fp	10	.
1	1	0.012529902160167694	169	0	7	male	SP	9	a
2	2	0.011340147815644741	10104	0	7	male	SP	8	de
3	3	0.008667203597724438	117	0	7	male	Fc	7	,
4	4	0.007755669299513102	120	0	7	male	NC	6	/
5	5	0.007177696563303471	30776	0	7	male	AQ	5	demo
6	6	0.007138873916119337	10196	0	7	male	VSI	4	es
7	7	0.007130351848900318	27337	0	7	male	VMN	3	decir
8	8	0.006943500135093927	118	0	7	male	Fg	2	-
9	9	0.006377242971211672	10125	0	7	male	DA	1	el
0	0	0.013187012635171413	10104	1	7	male	SP	10	de
1	1	0.012938392348587513	119	1	7	male	Fp	9	.
2	2	0.011547021567821503	131	1	7	male	Fd	8	:
3	3	0.009885375387966633	27337	1	7	male	VMN	7	decir
4	4	0.008544809184968472	10125	1	7	male	DA	6	el
5	5	0.008218825794756413	169	1	7	male	SP	5	a
6	6	0.008191227912902832	49341	1	7	male	AQ	4	buen
7	7	0.007423968520015478	107	1	7	male	Fe	3	""""
8	8	0.006616143975406885	12028	1	7	male	RG	2	bien
9	9	0.006405713967978954	10232	1	7	male	Fs	1	...
0	0	0.018089203163981438	10104	2	7	male	SP	10	de
1	1	0.014647819101810455	12462	2	7	male	AQ	9	italiano
2	2	0.013482593931257725	12142	2	7	male	AQ	8	social
3	3	0.012846189551055431	119	2	7	male	Fp	7	.
4	4	0.00792638212442398	22778	2	7	male	AQ	6	romano
5	5	0.007381404284387827	21299	2	7	male	AQ	5	alemán
6	6	0.0070183612406253815	169	2	7	male	SP	4	a
7	7	0.006845658179372549	15161	2	7	male	AQ	3	español
8	8	0.006813385058194399	156	2	7	male	AQ	2	s
9	9	0.0062920525670051575	176	2	7	male	NC	1	h
0	0	0.014017442241311073	11612	3	7	male	AQ	10	dr
1	1	0.013089582324028015	156	3	7	male	AQ	9	s
2	2	0.011786816641688347	119	3	7	male	Fp	8	.
3	3	0.011730281636118889	169	3	7	male	SP	7	a
4	4	0.009966898709535599	140	3	7	male	NC	6	c
5	5	0.009955251589417458	10104	3	7	male	SP	5	de
6	6	0.008303183130919933	171	3	7	male	AQ	4	c
7	7	0.00813600979745388	184	3	7	male	NC	3	p
8	8	0.006952311843633652	155	3	7	male	AQ	2	r
9	9	0.006567406468093395	141	3	7	male	AQ	1	d
0	0	0.011999941430985928	84988	4	7	male	AQ	10	pobre
1	1	0.008333380334079266	10104	4	7	male	SP	9	de
2	2	0.008017722517251968	32777	4	7	male	AQ	8	noble
3	3	0.007480166852474213	119	4	7	male	Fp	7	.
4	4	0.007456427905708551	17786	4	7	male	AQ	6	libre
5	5	0.007112083490937948	12028	4	7	male	RG	5	bien
6	6	0.0066563584841787815	27337	4	7	male	VMN	4	decir
7	7	0.006181445438414812	10133	4	7	male	NC	3	##o
8	8	0.0058441199362277985	34488	4	7	male	AQ	2	blanco
9	9	0.005384225398302078	15402	4	7	male	AQ	1	alto
0	0	0.0369267463684082	156	5	7	male	AQ	10	s
1	1	0.022058507427573204	10104	5	7	male	SP	9	de
2	2	0.021299878135323524	176	5	7	male	NC	8	h
3	3	0.01784168742597103	169	5	7	male	SP	7	a
4	4	0.016774242743849754	119	5	7	male	Fp	6	.
5	5	0.016277337446808815	141	5	7	male	AQ	5	d
6	6	0.013379331678152084	11612	5	7	male	AQ	4	dr
7	7	0.012324884533882141	145	5	7	male	AQ	3	h
8	8	0.009691059589385986	10164	5	7	male	AQ	2	al
9	9	0.009091822430491447	151	5	7	male	AQ	1	n
0	0	0.02796989120543003	10104	6	7	male	SP	10	de
1	1	0.021925918757915497	119	6	7	male	Fp	9	.
2	2	0.019331248477101326	156	6	7	male	AQ	8	s
3	3	0.018852176144719124	169	6	7	male	SP	7	a
4	4	0.01393995899707079	141	6	7	male	AQ	6	d
5	5	0.012676944024860859	10196	6	7	male	VSI	5	es
6	6	0.01239179540425539	172	6	7	male	AQ	4	d
7	7	0.01044831145554781	176	6	7	male	NC	3	h
8	8	0.01000299584120512	10164	6	7	male	AQ	2	al
9	9	0.009839351288974285	174	6	7	male	NC	1	f
0	0	0.02681959979236126	169	7	7	male	SP	10	a
1	1	0.025519398972392082	10196	7	7	male	VSI	9	es
2	2	0.02193526364862919	156	7	7	male	AQ	8	s
3	3	0.020709998905658722	10104	7	7	male	SP	7	de
4	4	0.016057061031460762	141	7	7	male	AQ	6	d
5	5	0.015082896687090397	119	7	7	male	Fp	5	.
6	6	0.013180545531213284	10164	7	7	male	AQ	4	al
7	7	0.011693843640387058	172	7	7	male	AQ	3	d
8	8	0.011578401550650597	184	7	7	male	NC	2	p
9	9	0.010419701226055622	183	7	7	male	CC	1	o
0	0	0.025356898084282875	141	8	7	male	AQ	10	d
1	1	0.02413080632686615	10104	8	7	male	SP	9	de
2	2	0.02266153320670128	119	8	7	male	Fp	8	.
3	3	0.012124252505600452	169	8	7	male	SP	7	a
4	4	0.010521158576011658	172	8	7	male	AQ	6	d
5	5	0.010434921830892563	11612	8	7	male	NC	5	dr
6	6	0.01038737315684557	176	8	7	male	NC	4	h
7	7	0.01032979041337967	156	8	7	male	AQ	3	s
8	8	0.009042643010616302	131	8	7	male	Fd	2	:
9	9	0.008526552468538284	153	8	7	male	AQ	1	p
0	0	0.029883304610848427	169	9	7	male	SP	10	a
1	1	0.020261595025658607	119	9	7	male	Fp	9	.
2	2	0.01650116965174675	156	9	7	male	AQ	8	s
3	3	0.016156425699591637	10196	9	7	male	VSI	7	es
4	4	0.016026673838496208	10104	9	7	male	SP	6	de
5	5	0.01287417858839035	10164	9	7	male	AQ	5	al
6	6	0.00870654545724392	151	9	7	male	AQ	4	n
7	7	0.008699668571352959	182	9	7	male	AQ	3	n
8	8	0.008393850177526474	141	9	7	male	AQ	2	d
9	9	0.00838720053434372	10125	9	7	male	DA	1	el
0	0	0.02642242982983589	10104	10	7	male	SP	10	de
1	1	0.01807643100619316	119	10	7	male	Fp	9	.
2	2	0.012649842537939548	10196	10	7	male	VSI	8	es
3	3	0.012608255259692669	169	10	7	male	AQ	7	a
4	4	0.011407269164919853	156	10	7	male	AQ	6	s
5	5	0.011362113989889622	176	10	7	male	NC	5	h
6	6	0.0072070034220814705	10192	10	7	male	RN	4	no
7	7	0.006467713508754969	184	10	7	male	NC	3	p
8	8	0.006130917929112911	120	10	7	male	AQ	2	/
9	9	0.006083603948354721	12375	10	7	male	Fs	1	etc
0	0	0.02357802726328373	27337	11	7	male	VMN	10	decir
1	1	0.015047542750835419	119	11	7	male	Fp	9	.
2	2	0.010198256000876427	10104	11	7	male	SP	8	de
3	3	0.010174625553190708	32724	11	7	male	AQ	7	contrario
4	4	0.009748692624270916	10133	11	7	male	AQ	6	##o
5	5	0.009089176543056965	12028	11	7	male	RG	5	bien
6	6	0.006821825634688139	10232	11	7	male	Fs	4	...
7	7	0.00656374916434288	10543	11	7	male	RG	3	más
8	8	0.00533473351970315	17786	11	7	male	AQ	2	libre
9	9	0.0051726968958973885	18278	11	7	male	PD	1	esto
0	0	0.019337646663188934	119	12	7	male	Fp	10	.
1	1	0.01717550866305828	169	12	7	male	SP	9	a
2	2	0.01308719627559185	14370	12	7	male	PP	8	él
3	3	0.01195278950035572	184	12	7	male	NC	7	p
4	4	0.01110195554792881	10104	12	7	male	SP	6	de
5	5	0.00984299834817648	10493	12	7	male	VSN	5	ser
6	6	0.008680428378283978	183	12	7	male	CC	4	o
7	7	0.007803922053426504	10192	12	7	male	RN	3	no
8	8	0.007033842615783215	117	12	7	male	Fc	2	,
9	9	0.006837175693362951	10196	12	7	male	VSI	1	es
0	0	0.015122201293706894	86163	13	7	male	AQ	10	verdadero
1	1	0.013907820917665958	12028	13	7	male	RG	9	bien
2	2	0.011968146078288555	34488	13	7	male	AQ	8	blanco
3	3	0.011608208529651165	10232	13	7	male	Fs	7	...
4	4	0.009430033154785633	16205	13	7	male	AQ	6	simple
