	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.04633807763457298	1498	0	5	male	AQ	10	posible
1	1	0.03463416546583176	2209	0	5	male	AQ	9	necesario
2	2	0.01855839230120182	1165	0	5	male	RG	8	así
3	3	0.018206419423222542	2762	0	5	male	AQ	7	gratis
4	4	0.011850307695567608	4930	0	5	male	AQ	6	imposible
5	5	0.01060599647462368	3154	0	5	male	AQ	5	fácil
6	6	0.010302315466105938	7894	0	5	male	AQ	4	gratuito
7	7	0.010054242797195911	1335	0	5	male	AQ	3	importante
8	8	0.009266899898648262	1000	0	5	male	PD	2	eso
9	9	0.009089376777410507	2354	0	5	male	AQ	1	cierto
0	0	0.043959807604551315	4124	1	5	male	AQ	10	perfecto
1	1	0.03963582590222359	2461	1	5	male	AQ	9	bueno
2	2	0.030395060777664185	10472	1	5	male	AQ	8	precioso
3	3	0.028578225523233414	9146	1	5	male	AQ	7	maravilloso
4	4	0.024723216891288757	6626	1	5	male	AQ	6	genial
5	5	0.021223684772849083	24114	1	5	male	AQ	5	guapo
6	6	0.01973399706184864	8683	1	5	male	AQ	4	hermoso
7	7	0.0182292889803648	3527	1	5	male	AQ	3	diferente
8	8	0.017135679721832275	9276	1	5	male	AQ	2	amable
9	9	0.015291307121515274	8174	1	5	male	AQ	1	divertido
0	0	0.02476923167705536	2822	2	5	male	NC	10	padre
1	1	0.01723145879805088	4124	2	5	male	AQ	9	perfecto
2	2	0.0145353302359581	2821	2	5	male	NC	8	hijo
3	3	0.013793873600661755	2629	2	5	male	NC	7	madre
4	4	0.012670530937612057	9204	2	5	male	DP	6	suyo
5	5	0.012289193458855152	2461	2	5	male	AQ	5	bueno
6	6	0.009502023458480835	17396	2	5	male	AQ	4	inocente
7	7	0.009274237789213657	3659	2	5	male	NC	3	amigo
8	8	0.008992218412458897	3376	2	5	male	AQ	2	humano
9	9	0.008912834338843822	3527	2	5	male	AQ	1	diferente
0	0	0.024913718923926353	4124	3	5	male	AQ	10	perfecto
1	1	0.016622645780444145	2461	3	5	male	AQ	9	bueno
2	2	0.012993684969842434	9204	3	5	male	DP	8	suyo
3	3	0.011191005818545818	887	3	5	male	AQ	7	mayor
4	4	0.010801069438457489	1056	3	5	male	DP	6	nuestro
5	5	0.010562178678810596	3527	3	5	male	AQ	5	diferente
6	6	0.010541609488427639	298	3	5	male	DA	4	el
7	7	0.009500790387392044	824	3	5	male	PI	3	uno
8	8	0.009384811855852604	3659	3	5	male	NC	2	amigo
9	9	0.008410654030740261	2418	3	5	male	PP	1	usted
0	0	0.019206559285521507	10472	4	5	male	AQ	10	precioso
1	1	0.014862995594739914	1086	4	5	male	PP	9	yo
2	2	0.01389027014374733	3659	4	5	male	NC	8	amigo
3	3	0.013271274976432323	2822	4	5	male	NC	7	padre
4	4	0.013144297525286674	9146	4	5	male	AQ	6	maravilloso
5	5	0.011360274627804756	4124	4	5	male	AQ	5	perfecto
6	6	0.009429051540791988	20501	4	5	male	AQ	4	encantador
7	7	0.008778714574873447	1104	4	5	male	AQ	3	nuevo
