	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.03083379939198494	2858	0	6	male	NC	10	amor
1	1	0.023775305598974228	1379	0	6	male	NC	9	pa
2	2	0.013649259693920612	275	0	6	male		8	
3	3	0.012986114248633385	3170	0	6	male	AQ	7	interior
4	4	0.010051288641989231	461	0	6	male	NC	6	d
5	5	0.009585739113390446	2192	0	6	male	NC	5	familia
6	6	0.008624915033578873	379	0	6	male	NC	4	c
7	7	0.0085762282833457	9232	0	6	male	NC	3	amistad
8	8	0.00827364344149828	320	0	6	male	SP	2	a
9	9	0.008174383081495762	11505	0	6	male	NC	1	emoción
0	0	0.029010841622948647	1021	1	6	male	AQ	10	mayor
1	1	0.022697674110531807	395	1	6	male	NC	9	p
2	2	0.02198457531630993	316	1	6	male	NC	8	p
3	3	0.02171916514635086	3334	1	6	male	AQ	7	difícil
4	4	0.014663220383226871	2858	1	6	male	NC	6	amor
5	5	0.014104493893682957	5639	1	6	male	AQ	5	imposible
6	6	0.012918347492814064	716	1	6	male	Z	4	3
7	7	0.012653994373977184	480	1	6	male	Z	3	2
8	8	0.011532146483659744	320	1	6	male	SP	2	a
9	9	0.011022199876606464	275	1	6	male		1	
0	0	0.027223223820328712	1021	2	6	male	AQ	10	mayor
1	1	0.02042132243514061	2858	2	6	male	NC	9	amor
2	2	0.017936434596776962	461	2	6	male	NC	8	d
3	3	0.014676867052912712	395	2	6	male	AQ	7	p
4	4	0.014437422156333923	1205	2	6	male	NC	6	mujer
5	5	0.010660767555236816	3534	2	6	male	NC	5	padre
6	6	0.009091963060200214	1033	2	6	male	AQ	4	español
7	7	0.009019694291055202	275	2	6	male		3	
8	8	0.008959749713540077	316	2	6	male	NC	2	p
9	9	0.008199815638363361	3334	2	6	male	AQ	1	difícil
0	0	0.03228110820055008	316	3	6	male	NC	10	p
1	1	0.026153210550546646	480	3	6	male	Z	9	2
2	2	0.024395333603024483	461	3	6	male	AQ	8	d
3	3	0.02203194797039032	716	3	6	male	Z	7	3
4	4	0.018296370282769203	1021	3	6	male	AQ	6	mayor
5	5	0.017836572602391243	395	3	6	male	AQ	5	p
6	6	0.015986159443855286	584	3	6	male	AQ	4	h
7	7	0.01584627293050289	3838	3	6	male	AQ	3	grande
8	8	0.014944002963602543	481	3	6	male	Z	2	1
9	9	0.013105788268148899	275	3	6	male		1	
0	0	0.03497949242591858	5639	4	6	male	AQ	10	imposible
1	1	0.031158912926912308	2165	4	6	male	NC	9	hombre
2	2	0.028328554704785347	3334	4	6	male	AQ	8	difícil
3	3	0.026359623298048973	275	4	6	male		7	
4	4	0.02372181974351406	1205	4	6	male	NC	6	mujer
5	5	0.019491609185934067	395	4	6	male	AQ	5	p
6	6	0.01725386083126068	2858	4	6	male	NC	4	amor
7	7	0.012735405936837196	3534	4	6	male	NC	3	padre
8	8	0.011172954924404621	3838	4	6	male	AQ	2	grande
9	9	0.01068802084773779	1033	4	6	male	AQ	1	español
0	0	0.03957545757293701	1033	5	6	male	AQ	10	español
1	1	0.028212614357471466	2858	5	6	male	NC	9	amor
2	2	0.021902048960328102	1205	5	6	male	NC	8	mujer
3	3	0.02039564959704876	2165	5	6	male	NC	7	hombre
4	4	0.01315115112811327	316	5	6	male	NC	6	p
5	5	0.012569804675877094	395	5	6	male	AQ	5	p
6	6	0.012044902890920639	3169	5	6	male	NC	4	arte
7	7	0.011084608733654022	275	5	6	male		3	
8	8	0.01108283270150423	1175	5	6	male	AQ	2	k
9	9	0.010858358815312386	6002	5	6	male	AQ	1	duro
0	0	0.03842149302363396	461	6	6	male	AQ	10	d
1	1	0.019092129543423653	1033	6	6	male	AQ	9	español
2	2	0.018699871376156807	1205	6	6	male	NC	8	mujer
3	3	0.01664102077484131	2858	6	6	male	NC	7	amor
4	4	0.014907585456967354	316	6	6	male	NC	6	p
5	5	0.014374379068613052	311	6	6	male	AQ	5	d
6	6	0.012777428142726421	2165	6	6	male	NC	4	hombre
7	7	0.012427088804543018	584	6	6	male	AQ	3	h
8	8	0.012194724753499031	395	6	6	male	AQ	2	p
9	9	0.0120098777115345	716	6	6	male	Z	1	3
0	0	0.03928101435303688	316	7	6	male	NC	10	p
1	1	0.029193174093961716	584	7	6	male	AQ	9	h
2	2	0.026058418676257133	311	7	6	male	AQ	8	d
3	3	0.023035984486341476	344	7	6	male	DA	7	el
4	4	0.021842170506715775	395	7	6	male	AQ	6	p
5	5	0.02088524028658867	461	7	6	male	AQ	5	d
6	6	0.020793184638023376	275	7	6	male		4	
7	7	0.019414085894823074	2165	7	6	male	NC	3	hombre
8	8	0.01708613894879818	1379	7	6	male	AQ	2	pa
9	9	0.01640915498137474	353	7	6	male	NC	1	h
0	0	0.024982992559671402	2858	8	6	male	NC	10	amor
1	1	0.021805021911859512	2192	8	6	male	NC	9	familia
2	2	0.020345769822597504	1205	8	6	male	NC	8	mujer
3	3	0.018464641645550728	6002	8	6	male	AQ	7	duro
4	4	0.017301516607403755	1033	8	6	male	AQ	6	español
5	5	0.016364257782697678	316	8	6	male	AQ	5	p
6	6	0.013538219034671783	311	8	6	male	AQ	4	d
7	7	0.01343450415879488	2165	8	6	male	NC	3	hombre
8	8	0.013034188188612461	3334	8	6	male	AQ	2	difícil
9	9	0.012936900369822979	665	8	6	male	PI	1	todo
0	0	0.05689306929707527	1205	9	6	male	NC	10	mujer
1	1	0.04573335498571396	2165	9	6	male	NC	9	hombre
2	2	0.027083713561296463	311	9	6	male	AQ	8	d
3	3	0.017813775688409805	584	9	6	male	AQ	7	h
4	4	0.017329972237348557	316	9	6	male	NC	6	p
5	5	0.016758641228079796	461	9	6	male	AQ	5	d
6	6	0.015570322051644325	2858	9	6	male	NC	4	amor
7	7	0.01431475393474102	3534	9	6	male	NC	3	padre
8	8	0.01289879996329546	320	9	6	male	SP	2	a
9	9	0.012858415953814983	2192	9	6	male	NC	1	familia
0	0	0.03288331255316734	316	10	6	male	NC	10	p
1	1	0.031047189608216286	2858	10	6	male	NC	9	amor
2	2	0.02876812033355236	1033	10	6	male	AQ	8	español
3	3	0.018640531226992607	395	10	6	male	AQ	7	p
4	4	0.0170656256377697	275	10	6	male		6	
5	5	0.013496828265488148	3534	10	6	male	NC	5	padre
6	6	0.011447708122432232	1205	10	6	male	NC	4	mujer
7	7	0.011130600236356258	2165	10	6	male	NC	3	hombre
8	8	0.010656768456101418	4035	10	6	male	NC	2	pareja
9	9	0.010333388112485409	6002	10	6	male	AQ	1	duro
0	0	0.03363175690174103	1033	11	6	male	AQ	10	español
1	1	0.026252858340740204	3334	11	6	male	AQ	9	difícil
2	2	0.022948866710066795	5639	11	6	male	AQ	8	imposible
3	3	0.022503281012177467	2858	11	6	male	NC	7	amor
4	4	0.021744465455412865	808	11	6	male	AQ	6	españa
5	5	0.01892711967229843	461	11	6	male	NC	5	d
6	6	0.01576697640120983	2165	11	6	male	NC	4	hombre
7	7	0.014896927401423454	395	11	6	male	NC	3	p
8	8	0.014802665449678898	379	11	6	male	NC	2	c
9	9	0.010553675703704357	275	11	6	male		1	
0	0	0.06176289543509483	275	12	6	male		10	
1	1	0.041643183678388596	4035	12	6	male	NC	9	pareja
2	2	0.04091507941484451	6002	12	6	male	AQ	8	duro
3	3	0.014543156139552593	716	12	6	male	Z	7	3
4	4	0.013702533207833767	1135	12	6	male	Z	6	6
5	5	0.01352657936513424	972	12	6	male	Z	5	5
6	6	0.009950009174644947	922	12	6	male	Z	4	4
7	7	0.009826287627220154	5689	12	6	male	NC	3	sexo
8	8	0.007886854000389576	461	12	6	male	NC	2	d
9	9	0.006435884162783623	395	12	6	male	NC	1	p
0	0	0.05013420432806015	4035	13	6	male	NC	10	pareja
1	1	0.02773113176226616	3534	13	6	male	NC	9	padre
2	2	0.024313148111104965	275	13	6	male		8	
3	3	0.02429349347949028	1205	13	6	male	NC	7	mujer
4	4	0.012980869971215725	6002	13	6	male	AQ	6	duro
5	5	0.011864298954606056	4545	13	6	male	NC	5	amigo
6	6	0.011401256546378136	737	13	6	male	DP	4	mi
7	7	0.01016077771782875	2858	13	6	male	NC	3	amor
8	8	0.008847389370203018	311	13	6	male	AQ	2	d
9	9	0.008440306410193443	363	13	6	male	NC	1	v
0	0	0.04706969112157822	6002	14	6	male	AQ	10	duro
1	1	0.028375709429383278	4035	14	6	male	NC	9	pareja
2	2	0.02373521402478218	5689	14	6	male	NC	8	sexo
