	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.09249431639909744	344	0	1	male	DA	10	el
1	1	0.05824429541826248	355	0	1	male	DI	9	un
2	2	0.03244321793317795	80	0	1	male	Fd	8	:
3	3	0.03082968108355999	313	0	1	male	SP	7	de
4	4	0.023421691730618477	741	0	1	male	DP	6	mi
5	5	0.01529062632471323	527	0	1	male	Fs	5	...
6	6	0.01514433417469263	408	0	1	male	DI	4	una
7	7	0.012853742577135563	1480	0	1	male	PP	3	yo
8	8	0.010881160385906696	1178	0	1	male	AQ	2	nuestro
9	9	0.010820262134075165	375	0	1	male	DP	1	su
0	0	0.08301830291748047	355	1	1	male	DI	10	un
1	1	0.05280470475554466	344	1	1	male	DA	9	el
2	2	0.024915361776947975	313	1	1	male	SP	8	de
3	3	0.024401983246207237	24339	1	1	male	AQ	7	guapo
4	4	0.017233876511454582	728	1	1	male	RG	6	muy
5	5	0.014696748927235603	8451	1	1	male	AQ	5	genial
6	6	0.012686739675700665	13257	1	1	male	AQ	4	gay
7	7	0.011700100265443325	80	1	1	male	Fd	3	:
8	8	0.0116446353495121	408	1	1	male	DI	2	una
9	9	0.011293255724012852	11258	1	1	male	AQ	1	impresionante
0	0	0.14883306622505188	355	2	1	male	DI	10	un
1	1	0.11496689915657043	344	2	1	male	DA	9	el
2	2	0.08365917950868607	313	2	1	male	SP	8	de
3	3	0.025933366268873215	80	2	1	male	Fd	7	:
4	4	0.024230526760220528	408	2	1	male	DI	6	una
5	5	0.0180878397077322	527	2	1	male	Fs	5	...
6	6	0.012996848672628403	68	2	1	male	Fp	4	.
7	7	0.011086560785770416	741	2	1	male	DP	3	mi
8	8	0.010371360927820206	332	2	1	male	DA	2	la
9	9	0.007693844381719828	341	2	1	male	CS	1	que
0	0	0.1276213377714157	344	3	1	male	DA	10	el
1	1	0.07582595199346542	355	3	1	male	DI	9	un
2	2	0.06585419923067093	313	3	1	male	SP	8	de
3	3	0.03610812872648239	80	3	1	male	Fd	7	:
4	4	0.02312372252345085	741	3	1	male	DP	6	mi
5	5	0.016716506332159042	527	3	1	male	Fs	5	...
6	6	0.01182725839316845	1218	3	1	male	PI	4	otro
7	7	0.010752838104963303	408	3	1	male	DI	3	una
8	8	0.010469590313732624	587	3	1	male	DP	2	tu
9	9	0.00999446026980877	1178	3	1	male	DP	1	nuestro
0	0	0.12496400624513626	344	4	1	male	DA	10	el
1	1	0.04449552670121193	50095	4	1	male	AQ	9	jose
2	2	0.04206649214029312	355	4	1	male	DI	8	un
3	3	0.03361739590764046	35499	4	1	male	AQ	7	juan
4	4	0.026096735149621964	80	4	1	male	Fd	6	:
5	5	0.02404426597058773	313	4	1	male	SP	5	de
6	6	0.009752139449119568	68	4	1	male	Fp	4	.
7	7	0.009414133615791798	741	4	1	male	DP	3	mi
8	8	0.008269724436104298	1734	4	1	male	NC	2	juan
9	9	0.008113396354019642	50098	4	1	male	AQ	1	carlos
0	0	0.12425272911787033	80	5	1	male	Fd	10	:
1	1	0.1005060151219368	344	5	1	male	DA	9	el
2	2	0.07872708886861801	355	5	1	male	DI	8	un
3	3	0.05194117873907089	68	5	1	male	Fp	7	.
4	4	0.041237398982048035	313	5	1	male	SP	6	de
5	5	0.018415002152323723	527	5	1	male	Fs	5	...
6	6	0.00909852422773838	332	5	1	male	DA	4	la
7	7	0.00875621847808361	408	5	1	male	DI	3	una
8	8	0.007834425196051598	314	5	1	male	NC	2	l
9	9	0.0070768073201179504	8883	5	1	male	AQ	1	jose
0	0	0.12287811934947968	355	6	1	male	DI	10	un
1	1	0.09991931170225143	344	6	1	male	DA	9	el
2	2	0.026430130004882812	527	6	1	male	Fs	8	...
3	3	0.0216610599309206	313	6	1	male	SP	7	de
4	4	0.01833483949303627	341	6	1	male	CS	6	que
5	5	0.015444636344909668	741	6	1	male	DP	5	mi
6	6	0.013455921784043312	587	6	1	male	DP	4	tu
7	7	0.01197876688092947	80	6	1	male	Fd	3	:
8	8	0.01194793451577425	8451	6	1	male	AQ	2	genial
9	9	0.01117378007620573	68	6	1	male	Fp	1	.
0	0	0.11739246547222137	355	7	1	male	DI	10	un
1	1	0.0990687906742096	344	7	1	male	DA	9	el
2	2	0.08684926480054855	80	7	1	male	Fd	8	:
3	3	0.03808620199561119	313	7	1	male	SP	7	de
4	4	0.020064176991581917	68	7	1	male	Fp	6	.
5	5	0.011654727160930634	527	7	1	male	Fs	5	...
6	6	0.011471175588667393	408	7	1	male	DI	4	una
7	7	0.0073483590967953205	332	7	1	male	DA	3	la
8	8	0.007274602074176073	1034	7	1	male	AQ	2	español
9	9	0.005887199658900499	341	7	1	male	CS	1	que
0	0	0.07575814425945282	355	8	1	male	DI	10	un
1	1	0.0693802610039711	344	8	1	male	DA	9	el
2	2	0.030699435621500015	313	8	1	male	SP	8	de
3	3	0.022934790700674057	68	8	1	male	Fp	7	.
4	4	0.018082300201058388	80	8	1	male	Fd	6	:
5	5	0.016640784218907356	527	8	1	male	Fs	5	...
6	6	0.012004361487925053	341	8	1	male	CS	4	que
7	7	0.011641300283372402	408	8	1	male	DI	3	una
8	8	0.0104836942628026	332	8	1	male	DA	2	la
9	9	0.010102851316332817	314	8	1	male	NC	1	l
0	0	0.18907956779003143	344	9	1	male	DA	10	el
1	1	0.06254371255636215	355	9	1	male	DI	9	un
2	2	0.03029779903590679	527	9	1	male	Fs	8	...
3	3	0.02230961248278618	80	9	1	male	Fd	7	:
4	4	0.01928863488137722	587	9	1	male	DP	6	tu
5	5	0.016047269105911255	741	9	1	male	DP	5	mi
