	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.010019258596003056	16242	0	14	male	VMN	10	decir
1	1	0.006405635736882687	18792	0	14	male	AQ	9	contrario
2	2	0.006207024212926626	107	0	14	male	Faa	8	¡
3	3	0.006021395325660706	17877	0	14	male	AQ	7	demo
4	4	0.005323005374521017	100	0	14	male	NC	6	x
5	5	0.0043010711669921875	10262	0	14	male	AQ	5	dir
6	6	0.0041191172786056995	30585	0	14	male	AQ	4	cierto
7	7	0.003961289767175913	10232	0	14	male	NC	3	pag
8	8	0.00391847500577569	11313	0	14	male	AQ	2	libre
9	9	0.003860212629660964	13990	0	14	male	AQ	1	posible
0	0	0.013013959862291813	16242	1	14	male	VMN	10	decir
1	1	0.010095334611833096	26204	1	14	male	AQ	9	buen
2	2	0.009572867304086685	107	1	14	male	Faa	8	¡
3	3	0.007733901962637901	7926	1	14	male	RG	7	bien
4	4	0.0068168737925589085	13154	1	14	male	AQ	6	vocal
5	5	0.006744564510881901	10436	1	14	male	AQ	5	simple
6	6	0.006301283370703459	9972	1	14	male	AQ	4	alto
7	7	0.0056744227185845375	8288	1	14	male	AQ	3	popular
8	8	0.005438013933598995	113	1	14	male	AQ	2	«
9	9	0.004902182146906853	27965	1	14	male	AQ	1	##pec
0	0	0.01778429187834263	8199	2	14	male	AQ	10	italiano
1	1	0.012401407584547997	7996	2	14	male	AQ	9	social
2	2	0.012299214489758015	100	2	14	male	NC	8	x
3	3	0.011199459433555603	13235	2	14	male	AQ	7	alemán
4	4	0.010902243666350842	13991	2	14	male	AQ	6	romano
5	5	0.008373154327273369	9840	2	14	male	AQ	5	español
6	6	0.006609055679291487	23137	2	14	male	AQ	4	sacerdote
7	7	0.006453371606767178	24648	2	14	male	AQ	3	psoe
8	8	0.0059745293110609055	22085	2	14	male	AQ	2	latín
9	9	0.005787399597465992	11147	2	14	male	AQ	1	político
0	0	0.01298633124679327	7650	3	14	male	AQ	10	dr
1	1	0.006261175498366356	64	3	14	male	AQ	9	s
2	2	0.005864338483661413	92	3	14	male	NC	8	p
3	3	0.005435322877019644	48	3	14	male	NC	7	c
4	4	0.005049728322774172	59	3	14	male	AQ	6	n
5	5	0.004909169394522905	79	3	14	male	AQ	5	c
6	6	0.004757498856633902	7996	3	14	male	AQ	4	social
7	7	0.004594557918608189	100	3	14	male	NC	3	x
8	8	0.004527225159108639	9189	3	14	male	NC	2	actor
