	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.022690720856189728	117	0	15	male	NC	10	»
1	1	0.008969156071543694	7378	0	15	male	VMN	9	decir
2	2	0.006937098689377308	8487	0	15	male	AQ	8	demo
3	3	0.006607489660382271	546	0	15	male	RG	7	más
4	4	0.006227992475032806	9104	0	15	male	AQ	6	contrario
5	5	0.006170845124870539	107	0	15	male	Faa	5	¡
6	6	0.00529197882860899	100	0	15	male	NC	4	x
7	7	0.004944837186485529	220	0	15	male	DI	3	un
8	8	0.004081375896930695	16647	0	15	male	AQ	2	cierto
9	9	0.00403926195576787	119	0	15	male	Fia	1	¿
0	0	0.040075771510601044	117	1	15	male	AQ	10	»
1	1	0.012462962418794632	13900	1	15	male	AQ	9	buen
2	2	0.011440878733992577	7378	1	15	male	VMN	8	decir
3	3	0.009346245788037777	107	1	15	male	Faa	7	¡
4	4	0.007427811156958342	1408	1	15	male	RG	6	bien
5	5	0.006772196386009455	13571	1	15	male	NC	5	salud
6	6	0.006448718719184399	3003	1	15	male	AQ	4	alto
7	7	0.005204092711210251	1696	1	15	male	AQ	3	popular
8	8	0.005140494089573622	3341	1	15	male	AQ	2	simple
9	9	0.004959996789693832	15029	1	15	male	AQ	1	##pec
0	0	0.016086678951978683	1626	2	15	male	AQ	10	italiano
1	1	0.013254353776574135	117	2	15	male	AQ	9	»
2	2	0.012368869036436081	100	2	15	male	NC	8	x
3	3	0.01216715294867754	1465	2	15	male	AQ	7	social
4	4	0.011060141026973724	10635	2	15	male	AQ	6	religioso
5	5	0.010133223608136177	5842	2	15	male	AQ	5	romano
6	6	0.00864341389387846	11976	2	15	male	AQ	4	sacerdote
7	7	0.008241159841418266	11290	2	15	male	AQ	3	latín
8	8	0.007685068063437939	5323	2	15	male	AQ	2	alemán
9	9	0.007379431277513504	12932	2	15	male	AQ	1	psoe
0	0	0.013920498080551624	1174	3	15	male	AQ	10	dr
1	1	0.006473490968346596	64	3	15	male	AQ	9	s
2	2	0.006063196808099747	92	3	15	male	NC	8	p
3	3	0.0056196339428424835	48	3	15	male	NC	7	c
4	4	0.00522096361964941	59	3	15	male	AQ	6	n
5	5	0.005110887810587883	526	3	15	male	AQ	5	www
6	6	0.005075638182461262	79	3	15	male	AQ	4	c
7	7	0.0049447002820670605	10635	3	15	male	AQ	3	religioso
8	8	0.004895977210253477	8428	3	15	male	NC	2	futbolista
9	9	0.004798730835318565	1465	3	15	male	AQ	1	social
0	0	0.026573730632662773	117	4	15	male	NC	10	»
1	1	0.012799465097486973	22066	4	15	male	AQ	9	pobre
2	2	0.008708467707037926	119	4	15	male	NC	8	¿
3	3	0.007788313552737236	9122	4	15	male	AQ	7	noble
4	4	0.007515524514019489	3997	4	15	male	AQ	6	libre
5	5	0.007492681033909321	107	4	15	male	Faa	5	¡
6	6	0.0070678419433534145	1408	4	15	male	RG	4	bien
7	7	0.006819259375333786	7378	4	15	male	VMN	3	decir
8	8	0.006522987969219685	9642	4	15	male	AQ	2	blanco
9	9	0.00585730979219079	546	4	15	male	RG	1	más
0	0	0.020101426169276237	84	5	15	male	NC	10	h
1	1	0.02004464715719223	64	5	15	male	AQ	9	s
2	2	0.016951361671090126	117	5	15	male	AQ	8	»
3	3	0.014583611860871315	1174	5	15	male	AQ	7	dr
4	4	0.012358774431049824	100	5	15	male	NC	6	x
5	5	0.012142125517129898	526	5	15	male	AQ	5	www
6	6	0.011703262105584145	49	5	15	male	AQ	4	d
7	7	0.009709741920232773	53	5	15	male	AQ	3	h
8	8	0.009504899382591248	7018	5	15	male	AQ	2	prof
9	9	0.008763980120420456	59	5	15	male	AQ	1	n
0	0	0.01460547000169754	100	6	15	male	NC	10	x
1	1	0.011847252957522869	117	6	15	male	AQ	9	»
2	2	0.010544966906309128	64	6	15	male	AQ	8	s
3	3	0.010071936994791031	49	6	15	male	AQ	7	d
4	4	0.009908856824040413	84	6	15	male	NC	6	h
5	5	0.008492445573210716	263	6	15	male	AQ	5	al
6	6	0.008284893818199635	82	6	15	male	NC	4	f
7	7	0.007959466427564621	1174	6	15	male	AQ	3	dr
8	8	0.007551831658929586	294	6	15	male	VSI	2	es
9	9	0.006916286423802376	526	6	15	male	AQ	1	www
0	0	0.02478785812854767	100	7	15	male	NC	10	x
1	1	0.02426350861787796	117	7	15	male	AQ	9	»
2	2	0.014945385046303272	294	7	15	male	VSI	8	es
3	3	0.012034176848828793	3211	7	15	male	AQ	7	dir
4	4	0.011763243936002254	64	7	15	male	AQ	6	s
5	5	0.01140555739402771	49	7	15	male	AQ	5	d
6	6	0.011001082137227058	263	7	15	male	AQ	4	al
7	7	0.009356427937746048	92	7	15	male	NC	3	p
8	8	0.00925420131534338	9104	7	15	male	AQ	2	contrario
9	9	0.00855161901563406	1586	7	15	male	Fs	1	etc
0	0	0.01716839335858822	49	8	15	male	AQ	10	d
1	1	0.01664820872247219	117	8	15	male	AQ	9	»
2	2	0.011641480959951878	26013	8	15	male	AQ	8	dental
3	3	0.010710999369621277	1174	8	15	male	NC	7	dr
4	4	0.009681451134383678	100	8	15	male	NC	6	x
5	5	0.009273067116737366	11290	8	15	male	AQ	5	latín
6	6	0.009231354109942913	84	8	15	male	NC	4	h
7	7	0.00643612165004015	7246	8	15	male	NC	3	doctor
8	8	0.006145470775663853	119	8	15	male	Fia	2	¿
9	9	0.005839235614985228	90	8	15	male	NC	1	n
0	0	0.01899481751024723	117	9	15	male	AQ	10	»
1	1	0.011155971325933933	263	9	15	male	AQ	9	al
