	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.08016668260097504	3	0	3	male	NC	10	[unk]
1	1	0.020462505519390106	10133	0	3	male	NC	9	mr
2	2	0.01454568188637495	4208	0	3	male	NC	8	dr
3	3	0.014270724728703499	2895	0	3	male	AQ	7	mío
4	4	0.011609791778028011	1009	0	3	male	Fp	6	.
5	5	0.010492555797100067	2536	0	3	male	AQ	5	bueno
6	6	0.009872766211628914	4945	0	3	male	AQ	4	humano
7	7	0.009610684588551521	1778	0	3	male	NC	3	sr
8	8	0.009112482890486717	6719	0	3	male	AQ	2	perfecto
9	9	0.007808750029653311	3762	0	3	male	AQ	1	joven
0	0	0.05446821078658104	3	1	3	male	AQ	10	[unk]
1	1	0.04469383880496025	2895	1	3	male	AQ	9	mío
2	2	0.028126396238803864	2536	1	3	male	AQ	8	bueno
3	3	0.020897457376122475	10025	1	3	male	AQ	7	inocente
4	4	0.015445674769580364	3506	1	3	male	AQ	6	fuerte
5	5	0.014077429659664631	7744	1	3	male	AQ	5	peligroso
6	6	0.012750978581607342	1009	1	3	male	Fp	4	.
7	7	0.012702975422143936	5499	1	3	male	AQ	3	negro
8	8	0.012146751396358013	4720	1	3	male	AQ	2	malo
9	9	0.011302204802632332	9174	1	3	male	AQ	1	rico
0	0	0.18589478731155396	3	2	3	male	AQ	10	[unk]
1	1	0.06747280061244965	4208	2	3	male	NC	9	dr
2	2	0.027221880853176117	10133	2	3	male	NC	8	mr
3	3	0.013029476627707481	1778	2	3	male	NC	7	sr
4	4	0.010754686780273914	14005	2	3	male	AQ	6	desconocido
5	5	0.009909315966069698	1090	2	3	male	NC	5	d
6	6	0.007398922462016344	1078	2	3	male	AQ	4	l
7	7	0.006928560324013233	6630	2	3	male	AQ	3	alemán
8	8	0.006588801275938749	4086	2	3	male	AQ	2	inglés
9	9	0.00640338659286499	1044	2	3	male	NC	1	e
0	0	0.21424730122089386	3	3	3	male	AQ	10	[unk]
1	1	0.013324177823960781	4676	3	3	male	AQ	9	menor
