0	 buena	2090
1	 profesional	2791
2	 bonita	11151
3	 amable	16643
4	 trabajadora	14133
5	 sencilla	7240
6	 interesante	4513
7	 sencillo	6482
8	 fácil	2815
9	 agradable	10096
10	 bueno	3333
11	 atractiva	16969
12	 importante	1719
13	 feliz	6440
14	 guapa	12228
15	 joven	2718
16	 buen	1275
17	 útil	6753
18	 satisfactoria	27766
19	 eficaz	7290
20	 gratificante	38684
21	 l	314
22	 trabajador	8474
23	 divertido	11183
24	 simpática	39988
25	 contenta	24704
26	 recomendable	12072
27	 divertida	13621
28	 complicado	7716
