0	 interesante	4513
1	 sencillo	6482
2	 fácil	2815
3	 divertido	11183
4	 difícil	3329
5	 buena	2090
6	 bueno	3333
7	 bonito	7852
8	 complicado	7716
9	 importante	1719
10	 útil	6753
11	 satisfactorio	37032
12	 bonita	11151
13	 amable	16643
14	 agradable	10096
15	 gratificante	38684
16	 sencilla	7240
17	 divertida	13621
18	 rápido	5741
19	 atractivo	9888
20	 dificil	19983
21	 eficaz	7290
22	 completa	4101
23	 profesional	2791
24	 completo	4023
25	 práctico	13717
26	 satisfactoria	27766
27	 grande	3823
28	 bien	966
