Accept_Other_Status,points

[MASC]	 	[FEM]	[model_name]
5956	>	4944	BSC-TeMU/roberta-base-bne
3667	>	3422	BSC-TeMU/roberta-large-bne
4254	>	3422	dccuchile/bert-base-spanish-wwm-uncased
5964	>	5040	dccuchile/bert-base-spanish-wwm-cased
5402	>	4413	mrm8488/electricidad-base-generator
7109	>	6323	MMG/mlm-spanish-roberta-base
3805	>	3234	bertin-project/bertin-roberta-base-spanish
3522	>	3401	bert-base-multilingual-cased
3751	<	3919	bertin-project/bertin-base-random
3919	>	3725	bertin-project/bertin-base-stepwise
3805	>	3234	bertin-project/bertin-base-gaussian
2657	<	2880	bertin-project/bertin-base-random-exp-512seqlen
4150	<	4209	bertin-project/bertin-base-stepwise-exp-512seqlen
3451	>	3130	bertin-project/bertin-base-gaussian-exp-512seqlen
3667	>	3453	amine/bert-base-5lang-cased
3653	>	3512	Geotrend/bert-base-es-cased
42	<	97	mrm8488/RuPERTa-base
1601	>	1553	BSC-TeMU/RoBERTalex
4331	<	5112	Recognai/distilbert-base-es-multilingual-cased
2469	>	2210	flax-community/alberti-bert-base-multilingual-cased
4570	<	5366	Geotrend/distilbert-base-es-cased
