???,points

[MASC]	 	[FEM]	[model_name]
1265	>	1145	BSC-TeMU/roberta-base-bne
658	<	778	BSC-TeMU/roberta-large-bne
860	<	1038	dccuchile/bert-base-spanish-wwm-uncased
1119	<	1474	dccuchile/bert-base-spanish-wwm-cased
1461	<	1712	mrm8488/electricidad-base-generator
851	<	976	MMG/mlm-spanish-roberta-base
1258	>	1044	bertin-project/bertin-roberta-base-spanish
1295	<	1552	bert-base-multilingual-cased
1198	<	1218	bertin-project/bertin-base-random
1488	<	1490	bertin-project/bertin-base-stepwise
1258	>	1044	bertin-project/bertin-base-gaussian
1066	<	1180	bertin-project/bertin-base-random-exp-512seqlen
1108	<	1235	bertin-project/bertin-base-stepwise-exp-512seqlen
692	<	872	bertin-project/bertin-base-gaussian-exp-512seqlen
1537	<	1807	amine/bert-base-5lang-cased
1489	<	1685	Geotrend/bert-base-es-cased
252	>	184	BSC-TeMU/RoBERTalex
1885	>	1733	Recognai/distilbert-base-es-multilingual-cased
1544	>	1273	flax-community/alberti-bert-base-multilingual-cased
2068	>	1871	Geotrend/distilbert-base-es-cased
