Reject_Other_Love,count

[MASC]	 	[FEM]	[model_name]
4	<	6	BSC-TeMU/roberta-base-bne
4	>	1	BSC-TeMU/roberta-large-bne
9	>	7	dccuchile/bert-base-spanish-wwm-uncased
7	>	4	dccuchile/bert-base-spanish-wwm-cased
4	<	6	mrm8488/electricidad-base-generator
3	<	5	MMG/mlm-spanish-roberta-base
9	>	8	bertin-project/bertin-roberta-base-spanish
2	<	2	bert-base-multilingual-cased
7	>	4	bertin-project/bertin-base-random
7	>	5	bertin-project/bertin-base-stepwise
9	>	8	bertin-project/bertin-base-gaussian
7	>	6	bertin-project/bertin-base-random-exp-512seqlen
3	>	2	bertin-project/bertin-base-stepwise-exp-512seqlen
5	>	4	bertin-project/bertin-base-gaussian-exp-512seqlen
2	<	2	amine/bert-base-5lang-cased
2	<	2	Geotrend/bert-base-es-cased
0	<	2	BSC-TeMU/RoBERTalex
2	<	5	Recognai/distilbert-base-es-multilingual-cased
5	<	7	flax-community/alberti-bert-base-multilingual-cased
2	<	5	Geotrend/distilbert-base-es-cased
