[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	191	100.0	15269	100.0	2.2976531432454728	100.0
[TMP]	7	3.6649214659685865	1014	6.640906411683804	0.08404756206602645	3.6579743253721877
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	7	3.6649214659685865	169	1.1068177352806339	0.04678243299713358	2.0360964027430453
[QTY]	5	2.6178010471204187	713	4.6695919837579405	0.2661264940164983	11.582535632014075
[PER]	3	1.5706806282722514	192	1.2574497347566966	0.026514083630620286	1.1539637176553423
[MIND]	10	5.2356020942408374	424	2.7768681642543718	0.09273258136351278	4.035969555984699
[FEEL]	10	5.2356020942408374	1156	7.5708952780142775	0.16444718122570018	7.157180434702856
[BODY]	20	10.471204188481675	3098	20.28947540768878	0.21380182283967364	9.305226224776254
[BEHA]	72	37.696335078534034	5996	39.26910734167267	0.973736676208515	42.37962022557922
[???]	57	29.842931937172775	2507	16.418887942890823	0.4294643088977934	18.69143348117236
