QTY,prc_points

[MASC]	 	[FEM]	[model_name]
0.7063716877622002	>	0.4251603841627757	BSC-TeMU/roberta-base-bne
0.44160649280897535	>	0.0	BSC-TeMU/roberta-large-bne
0.6729475100942126	>	0.2564102564102564	dccuchile/bert-base-spanish-wwm-uncased
1.568025145551309	>	0.5373985523141039	dccuchile/bert-base-spanish-wwm-cased
1.708336683013104	>	1.3926483857047585	mrm8488/electricidad-base-generator
1.0707537266428722	<	1.1532708808942769	MMG/mlm-spanish-roberta-base
4.7344388368180725	>	2.2500834247032464	bertin-project/bertin-roberta-base-spanish
0.0	<	0.07557507911766095	bert-base-multilingual-cased
2.4263431542461005	>	1.4286379077667644	bertin-project/bertin-base-random
3.1628507423017047	>	2.844784561636999	bertin-project/bertin-base-stepwise
4.7344388368180725	>	2.2500834247032464	bertin-project/bertin-base-gaussian
5.796400752081655	>	4.356561795550328	bertin-project/bertin-base-random-exp-512seqlen
1.4899514899514898	>	1.2762961006953613	bertin-project/bertin-base-stepwise-exp-512seqlen
4.245815792175788	>	3.4594651174962054	bertin-project/bertin-base-gaussian-exp-512seqlen
0.008944543828264758	<	0.09595673223710036	amine/bert-base-5lang-cased
0.023061666897283336	<	0.10154973729524483	Geotrend/bert-base-es-cased
0.0	<	0.0	BSC-TeMU/RoBERTalex
0.0	<	0.015371017945663451	Recognai/distilbert-base-es-multilingual-cased
0.0	<	0.0	flax-community/alberti-bert-base-multilingual-cased
0.0	<	0.014846707742558089	Geotrend/distilbert-base-es-cased
