[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	193	100.0	26417	100.0	2.325822260901587	100.0
[TMP]	6	3.1088082901554404	1876	7.101487678388916	0.1274277880624488	5.478827432542176
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	18	9.32642487046632	2183	8.263618124692433	0.1907060557164264	8.199511154498138
[QTY]	4	2.0725388601036268	393	1.4876783889162282	0.05120523031024883	2.201596879135533
[PER]	5	2.5906735751295336	205	0.7760154446000681	0.03402558132074773	1.4629484760180247
[MIND]	6	3.1088082901554404	618	2.3394026573797175	0.06330763164816702	2.7219462429440466
[FEEL]	10	5.181347150259067	1643	6.219479880380058	0.11803053572554206	5.074787429362226
[BODY]	18	9.32642487046632	4997	18.915849642275806	0.2861107690352228	12.301488976389544
[BEHA]	54	27.979274611398964	8608	32.58507779081652	0.7224928522595384	31.06397528328195
[???]	72	37.30569948186528	5894	22.31139039255025	0.7325158168232448	31.494918125828356
