[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	147	100.0	15981	100.0	1.675536620976987	100.0
[TMP]	3	2.0408163265306123	959	6.000876040297854	0.0689244048761841	4.113571975287239
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	1	0.6802721088435374	27	0.16895062887178525	0.0030123430769890547	0.17978378026930802
[QTY]	4	2.7210884353741496	348	2.1775858832363433	0.049434260128893785	2.950353905130955
[PER]	7	4.761904761904762	358	2.240160190225893	0.02922959523386366	1.7444915776785712
[MIND]	7	4.761904761904762	618	3.8670921719541957	0.069938903589837	4.174119664961807
[FEEL]	9	6.122448979591836	992	6.207371253363369	0.112491206895813	6.71374206254117
[BODY]	16	10.884353741496598	3761	23.53419685876979	0.24165940079594506	14.42280626818148
[BEHA]	57	38.775510204081634	6414	40.13516050309743	0.7960193096024932	47.50832059631995
[???]	43	29.25170068027211	2504	15.668606470183343	0.30482719677696873	18.192810169629556
