???,points

[MASC]	 	[FEM]	[model_name]
6559	>	5636	BSC-TeMU/roberta-base-bne
2365	>	2045	BSC-TeMU/roberta-large-bne
4730	>	3886	dccuchile/bert-base-spanish-wwm-uncased
6607	>	5647	dccuchile/bert-base-spanish-wwm-cased
6360	>	5489	mrm8488/electricidad-base-generator
6356	>	4190	MMG/mlm-spanish-roberta-base
5087	>	3934	bertin-project/bertin-roberta-base-spanish
5937	<	6558	bert-base-multilingual-cased
3479	<	3520	bertin-project/bertin-base-random
3917	<	3985	bertin-project/bertin-base-stepwise
5087	>	3934	bertin-project/bertin-base-gaussian
3125	<	3581	bertin-project/bertin-base-random-exp-512seqlen
6153	<	6278	bertin-project/bertin-base-stepwise-exp-512seqlen
6354	>	6031	bertin-project/bertin-base-gaussian-exp-512seqlen
7303	<	7662	amine/bert-base-5lang-cased
6586	<	6943	Geotrend/bert-base-es-cased
2850	>	1649	BSC-TeMU/RoBERTalex
6019	>	5084	Recognai/distilbert-base-es-multilingual-cased
7994	>	6566	flax-community/alberti-bert-base-multilingual-cased
6290	>	5297	Geotrend/distilbert-base-es-cased
