SPT,points

[MASC]	 	[FEM]	[model_name]
0	<	0	BSC-TeMU/roberta-base-bne
0	<	0	BSC-TeMU/roberta-large-bne
0	<	0	dccuchile/bert-base-spanish-wwm-uncased
0	<	0	dccuchile/bert-base-spanish-wwm-cased
0	<	0	mrm8488/electricidad-base-generator
0	<	0	MMG/mlm-spanish-roberta-base
22	>	4	bertin-project/bertin-roberta-base-spanish
9	<	27	bert-base-multilingual-cased
0	<	0	bertin-project/bertin-base-random
108	>	100	bertin-project/bertin-base-stepwise
22	>	4	bertin-project/bertin-base-gaussian
0	<	0	bertin-project/bertin-base-random-exp-512seqlen
123	<	231	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
13	<	24	amine/bert-base-5lang-cased
18	<	36	Geotrend/bert-base-es-cased
0	<	2	BSC-TeMU/RoBERTalex
0	<	110	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	119	Geotrend/distilbert-base-es-cased
