[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	178	100.0	29787	100.0	1.7069039177347107	100.0
[TMP]	3	1.6853932584269662	1360	4.565750159465539	0.03478690295587065	2.0380117822939625
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	4	2.247191011235955	90	0.3021452311411018	0.01856024854350835	1.0873634040362552
[QTY]	4	2.247191011235955	312	1.047436801289153	0.05294261810125872	3.101675352149911
[PER]	0	0.0	0	0.0	0	0.0
[MIND]	9	5.056179775280899	1193	4.00510289723705	0.08026149868901183	4.702168520154875
[FEEL]	5	2.808988764044944	3352	11.253231275388591	0.08125468354300122	4.760354856460639
[BODY]	14	7.865168539325842	2520	8.460066471950851	0.13556063743388785	7.941902061704499
[BEHA]	70	39.325842696629216	14325	48.09144928995871	0.7613891774257425	44.60644618100166
[???]	69	38.764044943820224	6635	22.274817873569006	0.5421481510424296	31.762077842198206
