[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	196	100.0	20977	100.0	1.9796802546129713	100.0
[TMP]	5	2.5510204081632653	832	3.966248748629451	0.048527506410418426	2.451280013393152
[SPT]	1	0.5102040816326531	4	0.019068503599180053	0.005261070327833295	0.2657535385107853
[SOC]	4	2.0408163265306123	76	0.362301568384421	0.022752455435693264	1.1492995084775133
[QTY]	5	2.5510204081632653	472	2.2500834247032464	0.04766747361120199	2.4078369979257586
[PER]	6	3.061224489795918	207	0.9867950612575678	0.030754870967939496	1.5535271868411948
[MIND]	7	3.5714285714285716	605	2.8841111693759833	0.06337979771455543	3.201516889753806
[FEEL]	11	5.612244897959184	1496	7.1316203460933405	0.15907610843953096	8.035444515287669
[BODY]	19	9.693877551020408	4388	20.91814844830052	0.2803817775667621	14.162982982399695
[BEHA]	67	34.183673469387756	8963	42.727749439862706	0.7471915753904019	37.74304328435495
[???]	71	36.224489795918366	3934	18.753873289793585	0.5746876187486336	29.02931508305544
