MIND,prc_count

[MASC]	 	[FEM]	[model_name]
4.672897196261682	>	2.7027027027027026	BSC-TeMU/roberta-base-bne
7.6923076923076925	>	3.7735849056603774	BSC-TeMU/roberta-large-bne
5.46875	>	3.8461538461538463	dccuchile/bert-base-spanish-wwm-uncased
3.816793893129771	>	3.125	dccuchile/bert-base-spanish-wwm-cased
4.081632653061225	>	3.883495145631068	mrm8488/electricidad-base-generator
4.651162790697675	<	4.819277108433735	MMG/mlm-spanish-roberta-base
2.2222222222222223	<	4.301075268817204	bertin-project/bertin-roberta-base-spanish
0.0	<	1.36986301369863	bert-base-multilingual-cased
5.47945205479452	>	2.6666666666666665	bertin-project/bertin-base-random
5.555555555555555	>	3.6144578313253013	bertin-project/bertin-base-stepwise
2.2222222222222223	<	4.301075268817204	bertin-project/bertin-base-gaussian
4.705882352941177	>	4.040404040404041	bertin-project/bertin-base-random-exp-512seqlen
7.042253521126761	>	3.5714285714285716	bertin-project/bertin-base-stepwise-exp-512seqlen
0.0	<	3.488372093023256	bertin-project/bertin-base-gaussian-exp-512seqlen
0.0	<	1.3157894736842106	amine/bert-base-5lang-cased
0.0	<	1.25	Geotrend/bert-base-es-cased
2.3255813953488373	<	2.4390243902439024	BSC-TeMU/RoBERTalex
0.0	<	3.1746031746031744	Recognai/distilbert-base-es-multilingual-cased
3.508771929824561	<	3.9215686274509802	flax-community/alberti-bert-base-multilingual-cased
0.0	<	3.125	Geotrend/distilbert-base-es-cased
