1732	buena
1391	triste
1321	bella
1207	feliz
1046	grande
0933	grave
0895	mala
0822	mejor
0757	difícil
0700	pobre
0634	alta
0587	negra
0550	rica
0507	blanca
0474	cruel
0441	malo
0422	dura
0409	cierto
0375	joven
0356	larga
0356	clara
0336	largo
0313	fácil
0297	fiel
0293	diferente
0292	duro
0270	fuerte
0253	muda
0237	favorable
0231	sola
0220	libre
0212	alto
0205	sana
0201	corto
0200	pequeño
0191	pura
0189	lento
0186	pequeña
0181	crítica
0180	intenso
0141	preciso
0140	fina
0137	santa
0136	lenta
0133	noble
0131	derecha
0128	justo
0123	muerto
0122	cierta
0108	constante
0106	importante
0102	imposible
0089	amarga
0088	necesario
0087	antigua
0082	fatal
0080	viejo
0080	rara
0079	brillante
0069	profunda
0067	igual
0066	verde
0063	famosa
0045	posible
0044	rápido
0043	mayor
0041	próxima
0041	humana
0039	sensible
0031	breve
0030	frío
0028	cercana
0025	conocida
0024	loco
0023	paciente
0023	familiar
0022	flexible
0020	seca
0020	liberal
0018	sencillo
0018	casada
0017	perdido
0016	secreta
0015	poderoso
0014	gris
0014	distinto
0013	invisible
0013	bello
0011	corta
0010	leve
0009	útil
0009	rico
0009	elegante
0008	española
0007	gigante
0005	raro
0004	presente
0003	verdadera
0003	distinta
0003	baja
0002	pobres
0001	propios
0001	buen
2021-11-01 16:11
