[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	185	100.0	22722	100.0	1.8021158436255944	100.0
[TMP]	6	3.2432432432432434	781	3.4371974298037147	0.05810060333760996	3.224021560163414
[SPT]	2	1.0810810810810811	231	1.0166358595194085	0.021776891853069028	1.2084068807284383
[SOC]	4	2.1621621621621623	82	0.3608837250242056	0.03609160023430983	2.002734749931436
[QTY]	6	3.2432432432432434	290	1.2762961006953613	0.05114318154907475	2.8379519402139053
[PER]	2	1.0810810810810811	29	0.12762961006953613	0.010106960078701377	0.5608385340183041
[MIND]	7	3.7837837837837838	703	3.093917788927031	0.04608137278895204	2.5570705097538586
[FEEL]	10	5.405405405405405	749	3.296364756623537	0.07971157633222728	4.423221548946555
[BODY]	19	10.27027027027027	3673	16.164950268462285	0.27849461813907267	15.453757821627166
[BEHA]	70	37.83783783783784	9906	43.59651439133879	0.7156785986010401	39.713240474108424
[???]	59	31.89189189189189	6278	27.62961006953613	0.5049304407115378	28.018755980508523
