1361	bien
1292	pequeña
1099	fuerte
1056	buena
0995	alta
0988	importante
0862	simple
0845	grande
0830	bella
0671	ella
0601	física
0565	popular
0540	pobre
0524	sensible
0523	joven
0505	mujer
0440	poco
0418	cercana
0405	rica
0382	social
0375	chica
0366	útil
0358	activa
0344	conocida
0342	cara
0335	baja
0333	madre
0333	feliz
0325	homosexual
0277	difícil
0258	diferente
0252	niña
0252	fiel
0224	profesional
0216	noble
0206	intensa
0199	profesora
0199	católica
0198	interesante
0195	esta
0194	pura
0191	poderosa
0188	privada
0188	especial
0181	elevada
0179	antigua
0170	larga
0169	algo
0167	salud
0163	este
0162	humana
0161	rápida
0152	distinta
0144	normal
0142	fácil
0141	casada
0139	general
0138	femenina
0134	viva
0133	ésta
0131	secundaria
0128	triste
0127	hombre
0124	religiosa
0121	poca
0120	modesta
0120	familiar
0114	próxima
0112	real
0112	persona
0110	común
0110	alguien
0105	libre
0103	vivir
0102	familia
0095	usada
0095	niño
0093	igual
0091	realidad
0090	superior
0089	brillante
0089	amiga
0088	blanca
0084	formal
0080	prof
0080	gran
0078	escuela
0078	buen
0077	independiente
0076	posible
0076	política
0072	flexible
0071	rico
0070	artista
0070	adulta
0070	abierta
0068	vocal
0068	doctor
0066	nueva
0064	trabaja
0063	personal
0061	modelo
0060	sexo
0060	humano
0060	alto
0054	negra
0054	activo
0053	otra
0053	maestro
0053	educación
0052	decir
0052	buenas
0050	trabajo
0050	profunda
0049	paciente
0048	alma
0046	cuidado
0045	todo
0045	padre
0045	grandes
0045	adelante
0044	rápido
0043	virgen
0043	responsable
0043	cierta
0042	oficial
0042	media
0041	sexual
0041	profesor
0041	esto
0040	pies
0040	estudiante
0039	hermana
0038	pequeño
0038	nada
0038	comercial
0037	efectiva
0037	docente
0036	regular
0036	rara
0036	mala
0036	amplia
0035	utilizada
0035	tipo
0034	limitada
0034	gloria
0034	adolescente
0032	socorro
0032	similar
0031	contrario
0030	tradicional
0030	dominante
0030	destacada
0030	cargo
0029	local
0027	universitaria
0027	tenue
0027	italiana
0025	nota
0025	mucho
0025	malo
0025	firme
0024	verdadera
0024	potente
0024	high
0023	primaria
0023	moral
0023	jurídica
0023	económica
0023	celia
0022	rectangular
0022	maternal
0022	masculina
0022	dios
0022	cerca
0020	pequeños
0020	numerosas
0020	atleta
0020	arte
0019	uniforme
0019	rural
0019	lgbt
0019	inferior
0019	incompleta
0018	tasa
0018	singular
0018	música
0018	basal
0017	parto
0017	menor
0017	amor
0016	vino
0016	siempre
0016	plat
0016	dura
0015	verdad
0015	univ
0015	dental
0014	notable
0014	famosa
0014	diversa
0014	derecho
0014	cliente
0013	villa
0013	cubierta
0013	claudia
0013	clase
0013	aula
0013	alemana
0012	técnica
0012	tall
0012	pública
0012	pronto
0012	mayor
0011	matemática
0011	jóvenes
0011	instructor
0011	distante
0010	temporal
0010	pueblo
0010	extensa
0010	cristo
0009	toda
0009	tela
0009	soprano
0009	hijo
0009	favorable
0009	crítica
0009	circular
0008	vende
0008	roma
0008	religioso
0008	pasa
0008	elemental
0008	determinada
0008	alicia
0007	relevante
0007	legal
0007	isabel
0007	inglés
0007	grave
0007	frecuente
0007	extrema
0007	cristiana
0007	clara
0007	carne
0007	breve
0007	aplicada
0007	amar
0006	vulnerable
0006	socialista
0006	ropa
0006	mexicana
0006	latina
0006	baile
0006	allá
0005	papel
0005	novia
0005	musical
0005	misma
0005	diferencia
0005	cosas
0004	tiempo
0004	forta
0004	escrita
0004	arriba
0004	actriz
0003	solista
0003	sana
0003	presente
0003	nadie
0003	médica
0003	manual
0003	linda
0003	corta
0002	usual
0002	protestante
0002	probable
0002	papa
0002	excelente
0002	altas
0001	princesa
0001	prac
0001	particular
0001	pala
0001	morales
0001	marcada
0001	manuel
0001	constante
