[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	132	100.0	26023	100.0	0.8066310571951689	100.0
[TMP]	6	4.545454545454546	1827	7.020712446681782	0.0554975605015475	6.880166589980375
[SPT]	1	0.7575757575757576	110	0.4227029935057449	0.004274412055265689	0.5299091842717718
[SOC]	10	7.575757575757576	796	3.058832571187027	0.0651833513137135	8.080937466054202
[QTY]	1	0.7575757575757576	4	0.015371017945663451	0.005293027497828007	0.6561894004221721
[PER]	7	5.303030303030303	2082	8.000614840717827	0.08286203995744341	10.272607187426267
[MIND]	3	2.272727272727273	195	0.7493371248510933	0.01022396106579973	1.267489141981547
[FEEL]	1	0.7575757575757576	84	0.3227913768589325	1.671599174296224e-12	2.0723218618791308e-10
[BODY]	13	9.848484848484848	5069	19.47892249164201	0.094340836034828	11.6956612559491
[BEHA]	30	22.727272727272727	10772	41.39415132767167	0.16843751519188255	20.881605498500928
[???]	60	45.45454545454545	5084	19.536563808938247	0.3205183535751887	39.73543427520637
