0	 positiva	8581
1	 feliz	5036
2	 sensible	11679
3	 buena	1692
4	 importante	1387
5	 fuerte	2843
6	 guapa	14321
7	 interesante	3808
8	 independiente	6028
9	 joven	2655
10	 agradable	6013
11	 comercial	3719
12	 buenos	4174
13	 bueno	2562
14	 eficiente	8031
15	 cultural	4392
16	 social	1507
17	 bien	763
18	 saludable	8550
19	 activa	7104
20	 especial	1260
21	 positivo	7074
22	 feminista	21415
23	 general	1578
24	 productiva	16341
25	 diferente	3690
26	 inteligente	7952
27	 significativa	14086
28	 caliente	6031
