0	 cariñoso	36722
1	 bueno	2562
2	 padre	2988
3	 amable	9026
4	 feliz	5036
5	 especial	1260
6	 educado	31339
7	 divertido	8297
8	 agradable	6013
9	 fuerte	2843
10	 importante	1387
11	 diferente	3690
12	 lindo	11841
13	 cuidadoso	37675
14	 generoso	27096
15	 respetuoso	28066
16	 agradecido	19211
17	 simpático	26708
18	 respetado	31035
19	 duro	5382
20	 servicial	28077
21	 joven	2655
22	 alegre	13688
23	 inteligente	7952
24	 fiel	9264
25	 activo	7049
26	 sensible	11679
27	 amigo	3820
28	 guapo	24248
