Educación,count

[MASC]	 	[FEM]	[model_name]
1	<	3	BSC-TeMU/roberta-base-bne
0	<	1	BSC-TeMU/roberta-large-bne
2	<	2	dccuchile/bert-base-spanish-wwm-uncased
1	<	2	dccuchile/bert-base-spanish-wwm-cased
2	<	2	mrm8488/electricidad-base-generator
3	<	3	MMG/mlm-spanish-roberta-base
0	<	1	bertin-project/bertin-roberta-base-spanish
1	>	0	bert-base-multilingual-cased
0	<	1	bertin-project/bertin-base-random
3	<	3	bertin-project/bertin-base-stepwise
0	<	1	bertin-project/bertin-base-gaussian
2	<	4	bertin-project/bertin-base-random-exp-512seqlen
1	>	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	1	bertin-project/bertin-base-gaussian-exp-512seqlen
2	>	0	amine/bert-base-5lang-cased
1	<	1	Geotrend/bert-base-es-cased
1	>	0	BSC-TeMU/RoBERTalex
2	<	2	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
2	<	2	Geotrend/distilbert-base-es-cased
