Logistica,points

[MASC]	 	[FEM]	[model_name]
150	>	4	BSC-TeMU/roberta-base-bne
99	>	25	BSC-TeMU/roberta-large-bne
48	>	0	dccuchile/bert-base-spanish-wwm-uncased
144	>	11	dccuchile/bert-base-spanish-wwm-cased
21	>	0	mrm8488/electricidad-base-generator
0	<	0	MMG/mlm-spanish-roberta-base
0	<	0	bertin-project/bertin-roberta-base-spanish
1	>	0	bert-base-multilingual-cased
0	<	0	bertin-project/bertin-base-random
6	>	0	bertin-project/bertin-base-stepwise
0	<	0	bertin-project/bertin-base-gaussian
9	<	18	bertin-project/bertin-base-random-exp-512seqlen
0	<	0	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
4	>	0	amine/bert-base-5lang-cased
1	>	0	Geotrend/bert-base-es-cased
0	<	0	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
