0	religioso	21056
1	homosexual	42232
2	conservador	42490
3	pobre	40083
4	político	11147
5	católico	39437
6	sacerdote	23137
7	niño	26592
8	padre	8950
9	social	7996
10	romano	13991
11	oficial	8991
12	gay	17248
13	protestante	33289
14	secular	34729
15	médico	18837
16	católica	23379
17	él	9370
18	libre	11313
19	italiano	8199
20	hijo	11787
21	salud	25668
22	ordenado	48710
23	alemán	13235
24	familia	6946
25	independiente	22204
26	contrario	18792
27	sr	15640
28	cristiano	39587
