0	 satisfecho	12661
1	 activo	7755
2	 afortunado	38280
3	 profesional	2791
4	 joven	2704
5	 amable	16765
6	 seguro	3114
7	 hábil	31512
8	 prudente	27234
9	 honrado	43894
10	 responsable	2994
11	 diligente	45133
12	 popular	3480
13	 bueno	3383
14	 conservador	17173
15	 exigente	19738
16	 serio	7666
17	 interesado	8992
18	 tranquilo	11579
19	 generoso	30719
20	 feliz	6482
21	 fiable	19611
22	 optimista	19569
23	 importante	1713
24	 competitivo	16451
25	 competente	12292
26	 contento	14562
27	 informado	4196
28	 experimentado	14732
