0	 anarquista	45617
1	 católico	28209
2	 gay	13348
3	 socialista	4291
4	 así	974
5	 comunista	19291
6	 español	1033
7	 escritor	6303
8	 feliz	6482
9	 sabio	29492
10	 millonario	31752
11	 homosexual	24364
12	 optimista	19569
13	 tonto	21247
14	 poeta	10232
15	 artista	5232
16	 revolucionario	19824
17	 republicano	15843
18	 gilipollas	36396
19	 conservador	17173
20	 creyente	42533
21	 bueno	3383
22	 rico	10176
23	 religioso	14817
24	 padre	3534
25	 médico	5687
26	 cristiano	18308
27	 afortunado	38280
28	 feminista	12825
