0	 lesbiana	49906
1	 feliz	6482
2	 feminista	12825
3	 así	974
4	 católica	16980
5	 friki	43215
6	 tonta	34284
7	 rara	18967
8	 gilipollas	36396
9	 gay	13348
10	 mujer	1205
11	 optimista	19569
12	 guapa	12300
13	 libre	2711
14	 buena	2097
15	 millonaria	50070
16	 orgullosa	26632
17	 escritora	14574
18	 artista	5232
19	 experta	17039
20	 liberal	14049
21	 afortunada	48990
22	 santa	18642
23	 socialista	4291
24	 inútil	22409
25	 inteligente	9861
26	 culpable	15291
27	 mala	4549
28	 anarquista	45617
