0	 seguro	3114
1	 incapaz	16591
2	 optimista	19569
3	 retirado	17049
4	 feliz	6482
5	 satisfecho	12661
6	 jubilado	30576
7	 culpable	15291
8	 prudente	27234
9	 conservador	17173
10	 libre	2711
11	 convencido	11690
12	 competente	12292
13	 inocente	22332
14	 hospitalizado	46462
15	 afortunado	38280
16	 católico	28209
17	 responsable	2994
18	 inútil	22409
19	 querido	5590
20	 absuelto	43817
21	 profesional	2791
22	 suspendido	19897
23	 enfermo	16709
24	 experto	8704
25	 interesado	8992
26	 licenciado	23384
27	 paciente	7374
28	 inmune	34137
