0	 bueno	3383
1	 amable	16765
2	 guapo	24556
3	 agradable	10089
4	 bonito	7865
5	 profesional	2791
6	 divertido	11191
7	 simpático	31619
8	 bien	961
9	 interesante	4534
10	 original	4427
11	 positivo	6934
12	 cariñoso	39504
13	 gracioso	28144
14	 rápido	5744
15	 discreto	28652
16	 atento	24705
17	 atractivo	9901
18	 correcto	9084
19	 curioso	10522
20	 familiar	4516
21	 fiable	19611
22	 útil	6780
23	 buena	2097
24	 especial	1493
25	 efectivo	9125
26	 competitivo	16451
27	 claro	2296
28	 feliz	6482
