0	 culpable	15291
1	 responsable	2994
2	 segura	8951
3	 incapaz	16591
4	 experta	17039
5	 libre	2711
6	 inútil	22409
7	 competente	12292
8	 superior	3532
9	 satisfecha	35084
10	 ganadora	12590
11	 neutral	34083
12	 católica	16980
13	 feliz	6482
14	 orgullosa	26632
15	 retirada	9055
16	 afectada	14514
17	 maestra	10236
18	 amenazada	39078
19	 casada	32813
20	 inocente	22332
21	 buena	2097
22	 que	341
23	 imparcial	43554
24	 mujer	1205
25	 interesada	20075
26	 profesora	11480
27	 correcta	9338
28	 adecuada	8080
