0	 buena	2097
1	 amable	16765
2	 simpática	40570
3	 guapa	12300
4	 interesante	4534
5	 positiva	9151
6	 divertida	13708
7	 profesional	2791
8	 agradable	10089
9	 trabajadora	14255
10	 cariñosa	45202
11	 especial	1493
12	 bien	961
13	 generosa	32189
14	 feliz	6482
15	 bonita	11179
16	 lista	3029
17	 inteligente	9861
18	 activa	7752
19	 correcta	9338
20	 paciente	7374
21	 familiar	4516
22	 contenta	24907
23	 original	4427
24	 sincera	23844
25	 clara	6067
26	 joven	2704
27	 útil	6780
28	 linda	27243
