0	 buena	2097
1	 divertida	13708
2	 amable	16765
3	 simpática	40570
4	 positiva	9151
5	 guapa	12300
6	 cariñosa	45202
7	 interesante	4534
8	 agradable	10089
9	 trabajadora	14255
10	 feliz	6482
11	 linda	27243
12	 bonita	11179
13	 creativa	16734
14	 activa	7752
15	 práctica	4050
16	 especial	1493
17	 original	4427
18	 profesional	2791
19	 lista	3029
20	 generosa	32189
21	 chula	44864
22	 dulce	10494
23	 atenta	25750
24	 correcta	9338
25	 bienvenida	11826
26	 diferente	4832
27	 contenta	24907
28	 bien	961
