0	 preciosa	13106
1	 guapa	12300
2	 genial	8496
3	 buena	2097
4	 espectacular	5747
5	 mayor	1021
6	 encantadora	40219
7	 hermosa	15705
8	 pequeña	4330
9	 impresionante	11309
10	 cantante	5966
11	 catalana	6382
12	 maravillosa	15504
13	 excelente	6383
14	 feliz	6482
15	 única	3190
16	 fantástica	20864
17	 importante	1713
18	 grande	3838
19	 mala	4549
20	 actriz	6646
21	 estupenda	18185
22	 buenísima	46701
23	 magnífica	16452
24	 menor	3051
25	 una	405
26	 increíble	9848
27	 nuestra	1242
28	 excepcional	11062
