0	 optimista	19569
1	 feliz	6482
2	 conservador	17173
3	 afortunado	38280
4	 inteligente	9861
5	 listo	11294
6	 fuerte	3589
7	 orgulloso	17678
8	 bueno	3383
9	 joven	2704
10	 sabio	29492
11	 romántico	21785
12	 generoso	30719
13	 prudente	27234
14	 popular	3480
15	 católico	28209
16	 activo	7755
17	 querido	5590
18	 seguro	3114
19	 competitivo	16451
20	 bien	961
21	 tranquilo	11579
22	 religioso	14817
23	 reservado	19677
24	 libre	2711
25	 trabajador	8519
26	 creyente	42533
27	 rico	10176
28	 profesional	2791
