0	 culpable	15291
1	 feliz	6482
2	 inocente	22332
3	 responsable	2994
4	 segura	8951
5	 libre	2711
6	 inútil	22409
7	 satisfecha	35084
8	 amenazada	39078
9	 ganadora	12590
10	 liberada	48802
11	 incapaz	16591
12	 viuda	25145
13	 retirada	9055
14	 optimista	19569
15	 sospechosa	46018
16	 orgullosa	26632
17	 prudente	27234
18	 neutral	34083
19	 competente	12292
20	 superior	3532
21	 feminista	12825
22	 tonta	34284
23	 lesbiana	49906
24	 mujer	1205
25	 insoportable	31024
26	 propietaria	22224
27	 afectada	14514
28	 católica	16980
