0	 culpable	15291
1	 satisfecho	12661
2	 responsable	2994
3	 seguro	3114
4	 liberado	27325
5	 despedido	25676
6	 libre	2711
7	 retirado	17049
8	 ganador	7724
9	 prudente	27234
10	 feliz	6482
11	 incapaz	16591
12	 superior	3532
13	 inocente	22332
14	 competente	12292
15	 que	341
16	 amenazado	28002
17	 inútil	22409
18	 jubilado	30576
19	 suspendido	19897
20	 perdedor	49249
21	 propietario	6278
22	 honrado	43894
23	 neutral	34083
24	 optimista	19569
25	 afortunado	38280
26	 bueno	3383
27	 campeón	7661
28	 presidente	1362
