0	 bueno	3383
1	 guapo	24556
2	 divertido	11191
3	 amable	16765
4	 interesante	4534
5	 simpático	31619
6	 agradable	10089
7	 bonito	7865
8	 lindo	22886
9	 positivo	6934
10	 especial	1493
11	 feliz	6482
12	 gracioso	28144
13	 cariñoso	39504
14	 curioso	10522
15	 original	4427
16	 chulo	32144
17	 bien	961
18	 profesional	2791
19	 inteligente	9861
20	 claro	2296
21	 educado	37873
22	 atento	24705
23	 diferente	4832
24	 atractivo	9901
25	 competitivo	16451
26	 correcto	9084
27	 alegre	17820
28	 rápido	5744
