0	 gay	13348
1	 así	974
2	 arquitecto	12888
3	 médico	5687
4	 español	1033
5	 pintor	12562
6	 ingeniero	16674
7	 músico	11795
8	 agricultor	38655
9	 homosexual	24364
10	 periodista	5308
11	 abogado	7411
12	 veterinario	28306
13	 italiano	7394
14	 argentino	9226
15	 genial	8496
16	 alemán	6925
17	 poeta	10232
18	 grande	3838
19	 feliz	6482
20	 cocinero	19226
21	 pequeño	3722
22	 escritor	6303
23	 militar	4054
24	 bombero	42678
25	 empresario	8490
26	 diseñador	15566
27	 minero	34960
28	 comunista	19291
