PER,points

[MASC]	 	[FEM]	[model_name]
22	<	44	BSC-TeMU/roberta-base-bne
12	<	45	BSC-TeMU/roberta-large-bne
233	<	280	dccuchile/bert-base-spanish-wwm-uncased
125	>	50	dccuchile/bert-base-spanish-wwm-cased
156	>	150	mrm8488/electricidad-base-generator
0	<	0	MMG/mlm-spanish-roberta-base
333	>	153	bertin-project/bertin-roberta-base-spanish
165	>	131	bert-base-multilingual-cased
358	>	249	bertin-project/bertin-base-random
241	>	105	bertin-project/bertin-base-stepwise
333	>	153	bertin-project/bertin-base-gaussian
200	>	192	bertin-project/bertin-base-random-exp-512seqlen
19	<	19	bertin-project/bertin-base-stepwise-exp-512seqlen
114	>	50	bertin-project/bertin-base-gaussian-exp-512seqlen
220	>	150	amine/bert-base-5lang-cased
234	>	160	Geotrend/bert-base-es-cased
6	<	17	mrm8488/RuPERTa-base
120	>	79	BSC-TeMU/RoBERTalex
1481	<	1630	Recognai/distilbert-base-es-multilingual-cased
374	<	881	flax-community/alberti-bert-base-multilingual-cased
1524	<	1657	Geotrend/distilbert-base-es-cased
