TMP,prc_count

[MASC]	 	[FEM]	[model_name]
2.4271844660194173	<	3.225806451612903	BSC-TeMU/roberta-base-bne
4.0	>	2.9702970297029703	BSC-TeMU/roberta-large-bne
2.1645021645021645	>	2.0618556701030926	dccuchile/bert-base-spanish-wwm-uncased
2.904564315352697	>	2.0725388601036268	dccuchile/bert-base-spanish-wwm-cased
3.932584269662921	>	2.8735632183908044	mrm8488/electricidad-base-generator
1.8518518518518519	<	2.9197080291970803	MMG/mlm-spanish-roberta-base
2.9069767441860463	>	2.247191011235955	bertin-project/bertin-roberta-base-spanish
3.1496062992125986	>	3.007518796992481	bert-base-multilingual-cased
2.0408163265306123	<	2.5974025974025974	bertin-project/bertin-base-random
2.3255813953488373	>	1.7964071856287425	bertin-project/bertin-base-stepwise
2.9069767441860463	>	2.247191011235955	bertin-project/bertin-base-gaussian
2.3121387283236996	<	3.6649214659685865	bertin-project/bertin-base-random-exp-512seqlen
2.6666666666666665	<	3.0120481927710845	bertin-project/bertin-base-stepwise-exp-512seqlen
4.444444444444445	<	5.555555555555555	bertin-project/bertin-base-gaussian-exp-512seqlen
3.597122302158273	<	4.109589041095891	amine/bert-base-5lang-cased
2.8776978417266186	<	4.109589041095891	Geotrend/bert-base-es-cased
4.3478260869565215	<	6.976744186046512	mrm8488/RuPERTa-base
6.593406593406593	>	5.2631578947368425	BSC-TeMU/RoBERTalex
5.454545454545454	>	5.217391304347826	Recognai/distilbert-base-es-multilingual-cased
4.166666666666667	<	4.2105263157894735	flax-community/alberti-bert-base-multilingual-cased
5.454545454545454	>	5.128205128205129	Geotrend/distilbert-base-es-cased
