BODY,prc_points

[MASC]	 	[FEM]	[model_name]
13.402307618956804	<	18.91960436216079	BSC-TeMU/roberta-base-bne
18.160754234579738	<	26.45225629518823	BSC-TeMU/roberta-large-bne
10.351634793337446	<	20.642594859241125	dccuchile/bert-base-spanish-wwm-uncased
10.34102883417952	<	24.742318401641345	dccuchile/bert-base-spanish-wwm-cased
7.348996888745843	<	19.543067226890756	mrm8488/electricidad-base-generator
8.440469536053662	<	15.457199457825045	MMG/mlm-spanish-roberta-base
18.60502405130946	<	21.612046058458812	bertin-project/bertin-roberta-base-spanish
19.288526997263567	<	29.279024451568294	bert-base-multilingual-cased
23.53419685876979	<	29.524872844560228	bertin-project/bertin-base-random
22.287687931735068	<	27.218444186432244	bertin-project/bertin-base-stepwise
18.60502405130946	<	21.612046058458812	bertin-project/bertin-base-gaussian
15.978571428571428	<	20.28947540768878	bertin-project/bertin-base-random-exp-512seqlen
13.34530914991018	<	16.851298282632907	bertin-project/bertin-base-stepwise-exp-512seqlen
10.007555463974175	<	14.757090704858186	bertin-project/bertin-base-gaussian-exp-512seqlen
18.440311937612478	<	28.888629192474	amine/bert-base-5lang-cased
18.682136874108085	<	29.96752288160614	Geotrend/bert-base-es-cased
42.89693593314763	>	22.154779969650985	mrm8488/RuPERTa-base
7.291986490635554	<	12.67175572519084	BSC-TeMU/RoBERTalex
15.894039735099337	<	19.864733309422554	Recognai/distilbert-base-es-multilingual-cased
22.07989212877128	<	22.897851573455995	flax-community/alberti-bert-base-multilingual-cased
16.044331658811952	<	19.85236220472441	Geotrend/distilbert-base-es-cased
