[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	194	100.0	16340	100.0	3.001100395607004	100.00000000000001
[TMP]	4	2.0618556701030926	473	2.8947368421052633	0.08348232279309914	2.7817237609011727
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	16	8.24742268041237	389	2.3806609547123623	0.3175844496465288	10.582266761598758
[QTY]	1	0.5154639175257731	36	0.22031823745410037	0.011375378972540299	0.3790402676695362
[PER]	5	2.577319587628866	280	1.7135862913096696	0.05484123603673652	1.827370924245415
[MIND]	8	4.123711340206185	1193	7.301101591187271	0.15085749554070704	5.026739384044982
[FEEL]	15	7.731958762886598	2047	12.527539779681762	0.29104602244401334	9.69797687774941
[BODY]	16	8.24742268041237	3373	20.642594859241125	0.3309561074295308	11.027825257494973
[BEHA]	63	32.47422680412371	5760	35.250917992656056	0.8529195218755607	28.420226231820173
[???]	66	34.02061855670103	2789	17.06854345165239	0.9080378608682871	30.25683053447557
