BODY,count

[MASC]	 	[FEM]	[model_name]
16	<	19	BSC-TeMU/roberta-base-bne
10	<	14	BSC-TeMU/roberta-large-bne
14	<	16	dccuchile/bert-base-spanish-wwm-uncased
20	>	19	dccuchile/bert-base-spanish-wwm-cased
14	<	18	mrm8488/electricidad-base-generator
13	>	11	MMG/mlm-spanish-roberta-base
17	<	19	bertin-project/bertin-roberta-base-spanish
16	>	13	bert-base-multilingual-cased
16	<	20	bertin-project/bertin-base-random
19	<	19	bertin-project/bertin-base-stepwise
17	<	19	bertin-project/bertin-base-gaussian
19	<	20	bertin-project/bertin-base-random-exp-512seqlen
14	<	17	bertin-project/bertin-base-stepwise-exp-512seqlen
13	<	16	bertin-project/bertin-base-gaussian-exp-512seqlen
17	>	13	amine/bert-base-5lang-cased
18	>	13	Geotrend/bert-base-es-cased
4	<	6	mrm8488/RuPERTa-base
8	<	9	BSC-TeMU/RoBERTalex
10	<	11	Recognai/distilbert-base-es-multilingual-cased
13	<	15	flax-community/alberti-bert-base-multilingual-cased
10	<	11	Geotrend/distilbert-base-es-cased
