SPT,count

[MASC]	 	[FEM]	[model_name]
0	<	0	BSC-TeMU/roberta-base-bne
0	<	0	BSC-TeMU/roberta-large-bne
0	<	0	dccuchile/bert-base-spanish-wwm-uncased
0	<	0	dccuchile/bert-base-spanish-wwm-cased
0	<	0	mrm8488/electricidad-base-generator
0	<	0	MMG/mlm-spanish-roberta-base
1	>	0	bertin-project/bertin-roberta-base-spanish
1	<	1	bert-base-multilingual-cased
0	<	0	bertin-project/bertin-base-random
2	<	2	bertin-project/bertin-base-stepwise
1	>	0	bertin-project/bertin-base-gaussian
0	<	0	bertin-project/bertin-base-random-exp-512seqlen
1	<	2	bertin-project/bertin-base-stepwise-exp-512seqlen
0	<	0	bertin-project/bertin-base-gaussian-exp-512seqlen
1	<	1	amine/bert-base-5lang-cased
1	<	1	Geotrend/bert-base-es-cased
0	<	0	mrm8488/RuPERTa-base
0	<	0	BSC-TeMU/RoBERTalex
0	<	1	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	1	Geotrend/distilbert-base-es-cased
