PER,prc_count

[MASC]	 	[FEM]	[model_name]
0.970873786407767	<	1.075268817204301	BSC-TeMU/roberta-base-bne
1.6	>	0.9900990099009901	BSC-TeMU/roberta-large-bne
2.1645021645021645	<	2.577319587628866	dccuchile/bert-base-spanish-wwm-uncased
1.2448132780082988	>	0.5181347150259067	dccuchile/bert-base-spanish-wwm-cased
2.247191011235955	>	1.7241379310344827	mrm8488/electricidad-base-generator
0.0	<	0.0	MMG/mlm-spanish-roberta-base
2.9069767441860463	<	3.3707865168539324	bertin-project/bertin-roberta-base-spanish
1.5748031496062993	<	2.255639097744361	bert-base-multilingual-cased
4.761904761904762	>	3.896103896103896	bertin-project/bertin-base-random
1.744186046511628	<	1.7964071856287425	bertin-project/bertin-base-stepwise
2.9069767441860463	<	3.3707865168539324	bertin-project/bertin-base-gaussian
1.7341040462427746	>	1.5706806282722514	bertin-project/bertin-base-random-exp-512seqlen
2.0	>	0.6024096385542169	bertin-project/bertin-base-stepwise-exp-512seqlen
2.2222222222222223	>	1.8518518518518519	bertin-project/bertin-base-gaussian-exp-512seqlen
1.4388489208633093	<	2.0547945205479454	amine/bert-base-5lang-cased
1.4388489208633093	<	2.0547945205479454	Geotrend/bert-base-es-cased
4.3478260869565215	>	2.3255813953488373	mrm8488/RuPERTa-base
3.2967032967032965	>	3.1578947368421053	BSC-TeMU/RoBERTalex
9.090909090909092	>	6.086956521739131	Recognai/distilbert-base-es-multilingual-cased
4.166666666666667	<	4.2105263157894735	flax-community/alberti-bert-base-multilingual-cased
9.090909090909092	>	5.982905982905983	Geotrend/distilbert-base-es-cased
