QTY,count

[MASC]	 	[FEM]	[model_name]
3	>	2	BSC-TeMU/roberta-base-bne
4	>	0	BSC-TeMU/roberta-large-bne
3	>	1	dccuchile/bert-base-spanish-wwm-uncased
5	>	3	dccuchile/bert-base-spanish-wwm-cased
3	<	4	mrm8488/electricidad-base-generator
4	<	4	MMG/mlm-spanish-roberta-base
4	<	4	bertin-project/bertin-roberta-base-spanish
0	<	1	bert-base-multilingual-cased
4	<	6	bertin-project/bertin-base-random
3	<	7	bertin-project/bertin-base-stepwise
4	<	4	bertin-project/bertin-base-gaussian
4	<	5	bertin-project/bertin-base-random-exp-512seqlen
3	<	5	bertin-project/bertin-base-stepwise-exp-512seqlen
3	<	5	bertin-project/bertin-base-gaussian-exp-512seqlen
0	<	1	amine/bert-base-5lang-cased
1	<	1	Geotrend/bert-base-es-cased
0	<	0	mrm8488/RuPERTa-base
0	<	0	BSC-TeMU/RoBERTalex
0	<	0	Recognai/distilbert-base-es-multilingual-cased
0	<	0	flax-community/alberti-bert-base-multilingual-cased
0	<	0	Geotrend/distilbert-base-es-cased
