[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	166	100.0	17061	100.0	1.792686452128551	99.99999999999999
[TMP]	5	3.0120481927710845	557	3.2647558759744446	0.054426022695325725	3.036003458982068
[SPT]	2	1.2048192771084338	169	0.9905632729617255	0.0222407011832628	1.240635313378714
[SOC]	4	2.4096385542168677	49	0.2872047359474826	0.03776487770179907	2.1066080829114786
[QTY]	5	3.0120481927710845	210	1.2308774397749254	0.04633827515256901	2.5848510818804447
[PER]	1	0.6024096385542169	19	0.11136510169392182	0.005195379955694079	0.28980974054471886
[MIND]	7	4.216867469879518	524	3.071332278295528	0.04890734414969172	2.7281594107894023
[FEEL]	9	5.421686746987952	489	2.86618603833304	0.07956969057623711	4.438572650658448
[BODY]	17	10.240963855421686	2875	16.851298282632907	0.2783553396679923	15.527274127468658
[BEHA]	63	37.95180722891566	7463	43.74303968114413	0.7228128611167552	40.320093915950636
[???]	53	31.927710843373493	4706	27.583377293241895	0.49707595992922377	27.72799221743542
